aacode	floorx	SAP_hhsizex
H0493102	56.04	1.8677603
H0493202	98.65	2.726672167
H0493203	68.38	2.206160866
H0493208	33	1.235232656
H0493211	61.75	2.030656752
H0493308	103.41	2.768930033
H0493311	119.72	2.862226136
H0493405	53.56	1.795057074
H0493407	79.93	2.461531607
H0493409	47.93	1.629368963
H0493413	50.32	1.699525595
H0493414	77.69	2.417569149
H0494102	93.71	2.673174137
H0494104	103.02	2.765778967
H0494106	101	2.748592192
H0494107	93.5	2.670661516
H0494110	87.13	2.584363884
H0494202	91.47	2.645311136
H0494205	85.08	2.552220076
H0494305	79.58	2.454843721
H0494314	92.37	2.656790027
H0494402	49.91	1.687451432
H0494404	46.3	1.582002008
H0494407	53.19	1.784160032
H0494413	63.18	2.06997065
H0494415	48.23	1.63813783
H0494416	86.23	2.570523761
H0501104	72.2	2.29832885
H0501109	66.17	2.149679449
H0501115	607.82	3.532096
H0501202	81.04	2.482297821
H0501304	75.5	2.371939882
H0501306	76.66	2.396433352
H0501310	74.82	2.357244207
H0501403	117.01	2.850982094
H0501406	79.61	2.4554196
H0501412	43.63	1.505807942
H0501413	55.32	1.846729499
H0502101	65.68	2.136865548
H0502108	106.61	2.792871932
H0502109	74.13	2.342079571
H0502110	152.69	2.938309154
H0502114	93.1	2.665819292
H0502202	44.32	1.525296414
H0502203	39.56	1.394690798
H0502207	80.46	2.471531174
H0502209	61.08	2.011999989
H0502210	74.26	2.344956058
H0502211	52.59	1.766473838
H0502212	44.32	1.525296414
H0502309	60.72	2.001916959
H0502315	100.54	2.74446883
H0502402	94.25	2.679542575
H0502406	102.59	2.762243137
H0502410	63.45	2.077311735
H0503110	54.14	1.812119075
H0503201	108.88	2.807933408
H0503212	51.16	1.724289966
H0503216	93.09	2.665697286
H0503308	94.83	2.686235806
H0503313	213.84	3.019920464
H0504115	62.42	2.049165187
H0504202	143.74	2.923890807
H0504204	70.28	2.252903442
H0504302	77.3	2.409634317
H0504303	78.75	2.438715431
H0504305	56.24	1.873588174
H0504312	97.14	2.711425685
H0504313	83.95	2.533549951
H0504316	79.05	2.44458851
H0504410	26.33	1.108548774
H0511101	36.11	1.307221035
H0511103	74.5	2.350242884
H0511206	69.05	2.222841466
H0511304	135.54	2.908065994
H0511308	84.01	2.534558476
H0511311	73.69	2.332277316
H0511312	60.97	2.008923306
H0511403	79.1	2.445562561
H0511407	70.62	2.261082509
H0512103	181.46	2.977730273
H0512105	50.34	1.700114848
H0512201	68.62	2.212160355
H0512209	83.66	2.528648121
H0512211	227.25	3.037354778
H0512212	82.52	2.508938779
H0512307	125.85	2.883356552
H0512309	59.13	1.95693169
H0512311	109.04	2.808939128
H0512402	116.09	2.846851975
H0512404	93.39	2.669337281
H0513109	43.55	1.503558777
H0513111	64.19	2.097291317
H0513208	84.77	2.547166087
H0513212	72.86	2.313509206
H0513303	213.28	3.019192339
H0513310	104.66	2.778680181
H0513313	68.5	2.209163988
H0513402	103.31	2.768127089
H0513407	80.95	2.4806392
H0513409	140.56	2.918142738
H0513410	69.32	2.229503185
H0514104	120.65	2.865791159
H0514106	40.64	1.423448312
H0514202	84.4	2.541066795
H0514209	57.07	1.897700247
H0514210	115.58	2.84448931
H0514401	148.93	2.932505501
H0514403	117.05	2.851157905
H0514411	46.13	1.577093486
H0514412	135.66	2.908324081
H0514414	48.7	1.651901421
H0521110	85.91	2.565500654
H0521202	113.95	2.836570534
H0521301	76.27	2.388279794
H0521305	159.65	2.94841397
H0521403	90	2.625720592
H0522104	141.83	2.92048897
H0522107	78.65	2.436746778
H0522208	86.48	2.574410666
H0522307	53.65	1.797706341
H0522309	69.06	2.223088819
H0522310	37.8	1.349170244
H0523101	89.36	2.616858736
H0523104	71.13	2.273243054
H0523106	66.64	2.16187349
H0523108	146.45	2.92849094
H0523202	58.42	1.936626772
H0523206	42.96	1.48704171
H0523208	82.09	2.501321518
H0523401	128.58	2.891212724
H0523403	55.4	1.849069907
H0523404	84.31	2.539572112
H0523408	101.67	2.754456823
H0523411	80.16	2.465889945
H0523412	41.74	1.453312868
H0524203	55.24	1.844388239
H0524204	127.93	2.889416036
H0524305	85.1	2.552544384
H0524311	49.29	1.66921754
H0524405	42.69	1.479526107
H0524408	134.13	2.904960706
H0531114	54.77	1.830617062
H0531207	56.15	1.870966432
H0531309	85.72	2.562492676
H0531403	67.67	2.188255618
H0531407	36.26	1.310869054
H0531411	76.66	2.396433352
H0532104	93.85	2.67483798
H0532106	93.22	2.667279738
H0532110	169.23	2.961541251
H0532111	67.26	2.177810912
H0532114	112.71	2.830150973
H0532201	68.65	2.212908388
H0532213	70.82	2.26586687
H0532303	52.77	1.771781308
H0532305	90.49	2.632368228
H0532307	42.9	1.485369179
H0532314	45.14	1.548650418
H0532401	97.97	2.719922092
H0532403	80.58	2.473773863
H0532405	82.45	2.50770561
H0532408	121.35	2.86838279
H0532409	69.14	2.225065919
H0533105	31.54	1.204052184
H0533106	58.38	1.935479192
H0533109	156.3	2.943633936
H0533110	46.9	1.599377337
H0533112	179.19	2.974749786
H0533203	48.55	1.647505587
H0533208	161.72	2.951307736
H0533209	97.58	2.715965401
H0533301	247.36	3.06349799
H0533302	36.99	1.32883584
H0533303	42.55	1.475640199
H0533307	45.28	1.552657083
H0533309	51.01	1.719865858
H0533401	42.86	1.484254914
H0533404	59.51	1.967746486
H0533407	277.8	3.10307
H0533409	75.94	2.38131622
H0533410	130.35	2.895891527
H0533412	35.88	1.301657088
H0533414	89.98	2.625446741
H0533418	273.85	3.097935
H0534102	80.59	2.473960398
H0534111	60.32	1.990667593
H0534114	79.45	2.452342546
H0534212	101.01	2.748680948
H0534215	111.3	2.822408017
H0534302	119.07	2.859648528
H0534306	120.57	2.865490032
H0534401	54.45	1.821226335
H0534405	87.62	2.591722143
H0534408	72.01	2.293917055
H0534409	76.85	2.400375662
H0534414	192.84	2.99259732
H0534416	85.74	2.562810202
H0541102	86.26	2.570991919
H0541104	59.81	1.976257158
H0541110	68.47	2.20841384
H0541205	77.83	2.420397287
H0541211	79.9	2.460960991
H0541213	98.01	2.720324368
H0541215	37.9	1.351708669
H0541218	75.87	2.379831523
H0541302	240.91	3.055112973
H0541304	71.3	2.277267526
H0541306	88.95	2.611073942
H0541308	78.78	2.439304958
H0541311	47.89	1.628200824
H0541312	81.03	2.482113748
H0541314	87.67	2.592466019
H0541403	62.46	2.050265309
H0541404	51.37	1.730484572
H0541409	94.24	2.679425845
H0541411	73.46	2.327112725
H0541415	135.39	2.907742056
H0541416	70.92	2.268251553
H0542105	77.82	2.420195632
H0542107	54.6	1.825629614
H0542109	175.31	2.969635001
H0542110	89.93	2.624761248
H0542202	282.76	3.109518
H0542213	60.71	2.001636309
H0542305	49.82	1.684802576
H0542307	62.42	2.049165187
H0542402	57.94	1.922831476
H0542404	73.36	2.32485857
H0542414	43.22	1.494304847
H0542415	57.15	1.900017584
H0543106	57.88	1.921103414
H0543107	87.4	2.588433782
H0543110	34.97	1.280004979
H0543202	61.54	2.024824702
H0543204	37.25	1.335318252
H0543205	253.68	3.071713997
H0543206	46.17	1.578247829
H0543207	80.56	2.473400629
H0543209	88.07	2.598370794
H0543213	70.67	2.26228047
H0543307	30.47	1.182361542
H0543308	67.64	2.187493957
H0543310	52.19	1.754675999
H0543313	73.52	2.328462695
H0543402	63.05	2.066426513
H0543405	43.63	1.505807942
H0543406	68.09	2.198875594
H0544102	86.77	2.578878526
H0544103	41.72	1.452765049
H0544104	77.01	2.403680267
H0544106	98.89	2.729009973
H0544107	94.98	2.687942299
H0544108	76.24	2.387649179
H0544109	70.06	2.247580662
H0544111	48.16	1.636090556
H0544112	136.88	2.910896109
H0544201	119.92	2.863004842
H0544204	177.66	2.97273635
H0544205	58.12	1.928010862
H0544212	233.84	3.045921918
H0544214	291.31	3.120633
H0544216	171.12	2.964070488
H0544302	44.66	1.534955483
H0544303	43.57	1.50412086
H0544306	50.14	1.69422339
H0544308	331.27	3.172581
H0544310	247.14	3.06321199
H0544314	115.96	2.846254766
H0544402	149.47	2.933358322
H0544403	103.43	2.769090208
H0544407	208.61	3.013119843
H0551101	51.37	1.730484572
H0551102	105.91	2.787915887
H0551104	38.56	1.368610901
H0551105	90.23	2.628855653
H0551108	56.3	1.875335261
H0551201	67.82	2.192057763
H0551205	91.91	2.650971309
H0551207	84.43	2.541564058
H0551209	39.31	1.388119631
H0551210	61.76	2.030934107
H0551213	82.35	2.50593932
H0551305	64.95	2.117589158
H0551309	34.66	1.272764711
H0551404	42.28	1.46816786
H0552302	50.49	1.704534944
H0552307	74.05	2.340304967
H0552311	153.19	2.939059469
H0552312	91.96	2.651608651
H0552406	87.5	2.589931586
H0553101	142.99	2.922572114
H0553103	66.93	2.169349314
H0553106	77.99	2.423616324
H0553203	208.96	3.01357499
H0553206	115.28	2.843074447
H0553305	66.6	2.16083944
H0553306	68.6	2.211661431
H0553307	103.73	2.771476369
H0553310	158.73	2.947114211
H0553401	81.1	2.483401108
H0553403	59.72	1.973706542
H0553406	67.11	2.173970756
H0553409	33.66	1.249899229
H0553410	139.62	2.916358341
H0553411	126.08	2.884050995
H0554102	48.9	1.657766866
H0554103	85.26	2.555131192
H0554107	54.65	1.827096841
H0554108	55.37	1.848192355
H0554110	160.65	2.949816937
H0554112	49.3	1.669511357
H0554113	65.17	2.123421578
H0554202	71.71	2.286913383
H0554204	59.09	1.9557911
H0554205	90.01	2.625857443
H0554206	22.66	1.057897725
H0554207	93.31	2.668370691
H0554208	51.95	1.747595816
H0554211	57.08	1.897989982
H0554302	57.65	1.914471937
H0554303	90.16	2.62790427
H0554305	88.17	2.599834181
H0554307	31.28	1.198688974
H0554311	56.39	1.87795476
H0554313	138.76	2.914687509
H0554403	138.1	2.913378959
H0554404	36.71	1.321903214
H0554406	58.83	1.948367355
H0554408	101.85	2.75600428
H0554409	73.3	2.323503556
H0554411	86.61	2.57641893
H0561109	116.03	2.846576765
H0561206	205.38	3.008919121
H0561207	52.11	1.752316021
H0561302	115.72	2.845143189
H0561305	102.79	2.7638958
H0561404	42.71	1.48008186
H0561407	70.07	2.247823123
H0561412	45.69	1.564421151
H0561413	46.94	1.600538375
H0562102	120.21	2.864122163
H0562109	83.49	2.525753576
H0562111	93.54	2.671141674
H0562112	100.26	2.741919742
H0562201	24.66	1.083685636
H0562202	80.91	2.479900613
H0562208	64.31	2.100511419
H0562210	65.87	2.141846299
H0562212	67.56	2.185460856
H0562213	97.37	2.713808795
H0562301	43.14	1.492067379
H0562306	139.89	2.916875238
H0562310	59.37	1.963766515
H0562402	37.93	1.35247137
H0562404	59.19	1.958641803
H0562408	55.39	1.848777403
H0563202	157.94	2.945990648
H0563303	109.89	2.814164052
H0563306	73.29	2.323277537
H0563311	167.43	2.959118223
H0563403	58.72	1.945221454
H0563408	79.78	2.458673593
H0563409	69.79	2.241015696
H0564103	93.79	2.674126003
H0564104	63.86	2.088407275
H0564107	42.88	1.48481197
H0564209	48.22	1.637845318
H0564307	72.57	2.306866843
H0564308	92.14	2.653893225
H0564310	49.67	1.680389231
H0564401	79.3	2.449445061
H0564406	60.01	1.981917118
H0564411	59.65	1.97172119
H0571204	56.43	1.879118541
H0571208	79.03	2.444198506
H0571209	73.59	2.330035265
H0571210	85.22	2.554485765
H0571306	101.41	2.75220068
H0571308	89.08	2.612917297
H0571310	55.7	1.857838528
H0571408	36.61	1.319439623
H0571411	235.32	3.047845935
H0571413	60.97	2.008923306
H0571416	28.97	1.153702885
H0572101	90.21	2.628584076
H0572103	133.63	2.903825857
H0572107	68.23	2.202397505
H0572108	176.88	2.971708244
H0572110	123.19	2.87484189
H0572112	65.37	2.128706574
H0572114	80.61	2.474333304
H0572116	77.25	2.408611027
H0572210	54.26	1.815645562
H0572211	98.8	2.728135999
H0572301	70.79	2.265150489
H0572305	274.01	3.098143
H0572307	78.46	2.432991245
H0572308	70.05	2.247338151
H0572309	41.94	1.458800465
H0572314	80.09	2.464566563
H0572409	34.99	1.280474502
H0572410	68.18	2.201140723
H0572411	72.99	2.31647261
H0573105	38.66	1.371193886
H0573106	91.72	2.648538523
H0573109	64.6	2.10826998
H0573111	106.55	2.792453059
H0573202	89.83	2.623386541
H0573205	61.32	2.018699566
H0573208	37.86	1.350692575
H0573210	37.41	1.339328615
H0573214	79.68	2.456761398
H0573216	79.98	2.462481538
H0573305	88.98	2.611500088
H0573306	75.69	2.376001573
H0573307	176.27	2.970903356
H0573308	48.53	1.646919695
H0573312	57.52	1.910718732
H0573313	125.21	2.881390531
H0573401	145.4	2.926737426
H0573403	90.13	2.627495795
H0573406	106.22	2.790129458
H0573411	59.52	1.968030569
H0574108	37.19	1.333818509
H0574109	62.33	2.046687882
H0574111	87.18	2.585120417
H0574208	171.35	2.964377357
H0574212	132.18	2.900427511
H0574214	151.05	2.935814807
H0574215	65.18	2.123686218
H0574217	85.28	2.555453588
H0574301	43.35	1.497945692
H0574302	28.01	1.136481488
H0574306	121.08	2.86739227
H0574312	85.01	2.551083325
H0574314	83.58	2.527287923
H0574403	73.57	2.329586222
H0574406	71.34	2.278212339
H0574407	148.63	2.932028601
H0574410	64.45	2.104261075
H0574412	133.3	2.903066716
H0574415	119.82	2.862616325
H0581107	42.96	1.48704171
H0581202	97.77	2.717900855
H0581203	46.83	1.597346297
H0581301	80.94	2.480454635
H0581304	59.17	1.958071869
H0581403	49.47	1.674507737
H0581406	132.82	2.9019477
H0582104	69.95	2.244910352
H0582110	76.22	2.387228498
H0582208	93.75	2.673650436
H0582211	57.3	1.904359206
H0582215	73.32	2.323955437
H0582219	140.55	2.918123976
H0582303	64.63	2.109070689
H0582305	81.56	2.491794283
H0582310	87.09	2.583757725
H0582313	49.48	1.674801726
H0582409	89.72	2.621868626
H0582411	125.97	2.883719656
H0582416	95.58	2.694668632
H0583106	56.98	1.895091769
H0583110	46	1.573344483
H0583111	44.7	1.536094157
H0583119	118.78	2.858474961
H0583204	38.6	1.369643411
H0583209	70.09	2.248307897
H0583211	67.06	2.172688469
H0583212	120.69	2.865941338
H0583302	96.32	2.702747657
H0583303	62.58	2.053562323
H0583402	114.2	2.83782252
H0583406	113.2	2.832730091
H0583409	76.44	2.39184406
H0583412	97.84	2.71861016
H0583414	228.09	3.038446804
H0583415	25.71	1.098973095
H0584106	69.76	2.240284058
H0584108	87.29	2.58678023
H0584114	67.84	2.192563937
H0584203	99.7	2.736731301
H0584206	93.67	2.672697104
H0584212	69.85	2.242477658
H0584214	76.19	2.386597071
H0584215	147.92	2.930890728
H0584301	151.51	2.936519831
H0584306	95.84	2.69753429
H0584311	98.44	2.724607598
H0591103	34.84	1.276960171
H0591107	119.71	2.862187025
H0591111	94.07	2.67743451
H0591114	46.02	1.573920991
H0591202	89.81	2.623111004
H0591206	66.3	2.153061841
H0591208	83.93	2.533213346
H0591209	68.12	2.199631054
H0591211	104.88	2.780342299
H0591214	45.01	1.544934831
H0591301	62.52	2.051914446
H0591302	96.89	2.708810154
H0591303	95.08	2.689074403
H0591304	38.87	1.376636574
H0591305	88.83	2.609364819
H0591306	231.09	3.042346875
H0591307	69.06	2.223088819
H0591313	72.53	2.305947229
H0591401	219.65	3.027474325
H0591405	242.16	3.056737978
H0591406	98.49	2.725100776
H0591414	68.48	2.208663936
H0592102	78.15	2.426821359
H0592104	54.61	1.825923081
H0592106	59.15	1.957501831
H0592108	201.2	3.003481522
H0592110	154.49	2.94099006
H0592114	76.97	2.402855423
H0592203	85.29	2.555614706
H0592207	80.94	2.480454635
H0592209	51.11	1.722815198
H0592211	114.7	2.840285224
H0592302	170.82	2.963669938
H0592311	55.75	1.859298707
H0592404	139.41	2.915953816
H0592406	155.69	2.942748252
H0592409	79.27	2.448864084
H0592411	121.11	2.867502888
H0593105	85.09	2.552382256
H0593107	84.36	2.540403027
H0593110	100.41	2.743289039
H0593113	279.63	3.105449
H0593114	137.29	2.911740093
H0593203	43.27	1.49570445
H0593205	69.16	2.225559716
H0593207	129.62	2.893998443
H0593212	94.59	2.683484521
H0593215	115.52	2.844207836
H0593303	110.98	2.820582107
H0593305	54.75	1.830030471
H0593309	58.96	1.95208136
H0593310	204.79	3.008151722
H0593314	73.08	2.318519031
H0593405	80.42	2.470781859
H0593408	41.93	1.458525682
H0593412	160.69	2.949872855
H0593413	129.66	2.894103475
H0594101	35.27	1.287078141
H0594102	111.23	2.822010816
H0594107	132.46	2.901096626
H0594113	200.64	3.002752879
H0594202	86.21	2.570211393
H0594205	68.89	2.218877346
H0594208	83.69	2.529157306
H0594211	90.15	2.627768161
H0594212	182.62	2.979250712
H0594213	126.28	2.884649766
H0594301	228.67	3.03920082
H0594302	72.76	2.311223673
H0594304	91.77	2.649180403
H0594305	75.35	2.368719546
H0594307	111.47	2.823367514
H0594310	131.71	2.899289914
H0594312	162.06	2.951779356
H0601104	68.06	2.198119717
H0601108	129.68	2.894155933
H0601110	173.56	2.967317106
H0601207	111.31	2.822464659
H0601209	57.89	1.92139148
H0601303	98.51	2.725297765
H0601305	134.53	2.905855607
H0601401	76.15	2.385754408
H0601402	159.26	2.947864085
H0601407	125.7	2.882900241
H0602102	70.05	2.247338151
H0602108	140.5	2.918030094
H0602110	60.87	2.006123067
H0602202	49.84	1.685391157
H0602204	78.52	2.434179339
H0602205	86.06	2.567861939
H0602209	88.94	2.610931793
H0602303	69.23	2.227286495
H0602305	157.73	2.945690753
H0602307	99.09	2.730940575
H0602308	34.01	1.257815522
H0602401	71.04	2.271106553
H0602408	85.74	2.562810202
H0603102	52.42	1.761460252
H0603104	168.72	2.960856244
H0603105	65.85	2.141322727
H0603204	69.13	2.224818949
H0603207	74.65	2.353531563
H0603304	113.28	2.833145862
H0604102	75.18	2.3650552
H0604104	71.5	2.281983486
H0604106	104.83	2.779965937
H0604109	233.27	3.045180911
H0604110	150.1	2.934344529
H0604204	81.77	2.495587543
H0604206	90.78	2.636246972
H0604207	80.91	2.479900613
H0604209	73.81	2.334960813
H0604212	144.03	2.924395084
H0604307	110.32	2.816733127
H0604309	122.62	2.872893751
H0604310	95.16	2.689976892
H0604403	80.46	2.471531174
H0604405	70.35	2.254592049
H0604407	40.36	1.415936695
H0611101	55.78	1.860174637
H0611102	67.41	2.181640965
H0611106	89.9	2.624349357
H0611108	80.96	2.48082371
H0611112	200.75	3.002896009
H0611204	79.86	2.460199402
H0611206	66.53	2.15902817
H0611211	188.34	2.986729009
H0611303	36.08	1.306493257
H0611304	141.73	2.920306787
H0611311	82.72	2.512447461
H0611402	94.17	2.678607471
H0611404	88.04	2.597930781
H0611407	70.24	2.251937437
H0612102	82.95	2.516455624
H0612106	126.31	2.884739176
H0612109	84.44	2.541729706
H0612203	25.85	1.101100098
H0612206	98.55	2.725691257
H0612208	65.01	2.119181772
H0612210	78.77	2.439108504
H0612212	99.18	2.731804162
H0612307	176.33	2.97098256
H0612309	46.53	1.588653379
H0612403	40.19	1.411394825
H0612406	80.99	2.481376912
H0612408	44.36	1.526430919
H0613102	66.73	2.164197537
H0613204	40.53	1.420492782
H0613206	49.25	1.668042371
H0613207	58.78	1.946937771
H0613208	52.08	1.751431005
H0613209	19.11	1.023367267
H0613211	49.6	1.678330309
H0613212	251.4	3.068749995
H0613216	32.95	1.234135719
H0613303	64.66	2.10987104
H0613306	119.55	2.861558951
H0613402	68.83	2.217387663
H0613406	62.09	2.040068115
H0613410	45.13	1.548364436
H0614102	79.29	2.449251457
H0614104	54.76	1.830323772
H0614105	54.71	1.828857153
H0614203	85.7	2.562174938
H0614206	145.21	2.92641637
H0621101	93.04	2.66508656
H0621105	57.34	1.905516215
H0621107	107.95	2.801944602
H0621113	54.23	1.814764067
H0621114	46.95	1.600828685
H0621208	65.23	2.125008805
H0621219	51.3	1.728419611
H0621306	70.77	2.264672652
H0621307	47.4	1.613912595
H0621312	55.04	1.838531474
H0621403	161.27	2.95068201
H0621408	80.79	2.477679599
H0621411	37.37	1.338324524
H0622104	66.17	2.149679449
H0622107	48.28	1.639600602
H0622206	74.04	2.340082903
H0622212	91.45	2.645051648
H0622214	68.26	2.203151015
H0622301	100.31	2.742377129
H0622303	79.02	2.444003422
H0622306	31.5	1.203223262
H0622319	72.43	2.303644571
H0622406	76.41	2.391216211
H0622408	92.31	2.656036754
H0622413	103.51	2.769729532
H0623101	254.84	3.073221997
H0623102	79.96	2.46210173
H0623103	67.93	2.19483945
H0623108	50.45	1.703356135
H0623115	184.37	2.98154167
H0623204	81.13	2.483952013
H0623205	81.11	2.483584797
H0623207	142.23	2.921213495
H0623303	97.78	2.718002308
H0623311	68.94	2.220117443
H0623402	82.01	2.499893254
H0623404	63.85	2.088137409
H0623407	78.17	2.427221004
H0623409	74.84	2.357679973
H0624107	50.81	1.713968102
H0624113	57.02	1.896251284
H0624203	55.58	1.85433261
H0624205	62.07	2.039515581
H0624206	78.74	2.438518812
H0624212	44.12	1.519631503
H0624216	45.13	1.548364436
H0624301	138.51	2.914194601
H0624306	112.81	2.830681897
H0624311	46.49	1.587495777
H0624314	28.52	1.145518968
H0624403	79.96	2.46210173
H0624413	129.31	2.893179224
H0631102	61.96	2.036474228
H0631106	69.06	2.223088819
H0631112	73.74	2.333396363
H0631114	130.77	2.896958446
H0631205	121.58	2.869217691
H0631209	40.61	1.422641681
H0631211	90.92	2.638104765
H0631307	71.8	2.289019316
H0631314	81.67	2.493784229
H0631401	65.08	2.121037973
H0631405	62.3	2.045861492
H0632101	98.38	2.72401445
H0632107	280.1	3.10606
H0632109	39.15	1.383931708
H0632113	45.45	1.557529484
H0632114	81.04	2.482297821
H0632115	93.88	2.675193352
H0632202	118.9	2.858962363
H0632304	72.06	2.295079852
H0632306	76.31	2.389119855
H0632308	65.64	2.135815033
H0632312	82.21	2.503457381
H0632405	67.99	2.196354388
H0632407	103.11	2.766510823
H0632413	191.26	2.990537961
H0633103	81.63	2.493061376
H0633106	120.19	2.864045551
H0633109	108.5	2.805516082
H0633201	143.13	2.922819897
H0633214	158.47	2.946745219
H0633301	59.17	1.958071869
H0633304	71.22	2.275375474
H0633306	69.62	2.236863953
