code, e1, e2, p1, p2, form, floor_area, level, extract, trickle, extract2, trickle2, fans, horizon, gor_ehs,fuelpov,buildyear,tenure,agehr,rebate
I0103104,715.8336324,715.8336324,24.05904679,24.05904679,SemiDetached,10,4,TRUE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatE,OwnerOccupied,CatE,TRUE
I0104303,474.2027124,474.2027124,17.42076213,17.42076213,Detached,10,4,TRUE,TRUE,TRUE,TRUE,3,1,3,FALSE,CatE,OwnerOccupied,CatF,TRUE
I0111106,472.2746341,472.2746341,14.9193962,14.9193962,Bungalow,10,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatA,OwnerOccupied,CatF,TRUE
I0112404,233.4999909,233.4999909,10.05348223,10.05348223,PurposeBuiltFlatLowRise,10,3,FALSE,FALSE,TRUE,TRUE,2,1,3,TRUE,CatC,OwnerOccupied,CatF,TRUE
I0121407,290.4206274,290.4206274,9.526473167,9.526473167,PurposeBuiltFlatLowRise,10,3,FALSE,TRUE,TRUE,TRUE,5,1,3,TRUE,CatA,OwnerOccupied,CatF,TRUE
I0122405,365.405845,365.405845,12.09565531,12.09565531,MidTerrace,10,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatF,PrivateRented,CatC,TRUE
I0131112,644.4307376,644.4307376,13.3279717,13.3279717,Bungalow,9,4,FALSE,FALSE,TRUE,TRUE,2,1,3,TRUE,CatA,OwnerOccupied,CatF,TRUE
I0131201,265.2689346,265.2689346,10.66414358,10.66414358,Bungalow,10,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatD,OwnerOccupied,CatE,TRUE
I0132212,152.3015881,152.3015881,10.9929128,10.9929128,PurposeBuiltFlatLowRise,9,2,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatB,OwnerOccupied,CatC,TRUE
I0132312,556.1799668,556.1799668,16.93482895,16.93482895,Detached,9,4,FALSE,TRUE,TRUE,TRUE,4,1,3,FALSE,CatC,PrivateRented,CatA,TRUE
I0132416,913.617032,913.617032,18.1662198,18.1662198,Detached,9,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatB,OwnerOccupied,CatC,TRUE
I0133103,504.7926749,504.7926749,11.57361459,11.57361459,Bungalow,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
I0133107,395.2190329,395.2190329,10.98737419,10.98737419,Bungalow,9,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
I0133110,290.519058,290.519058,14.45926156,14.45926156,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatE,OwnerOccupied,CatF,TRUE
I0133312,465.9026032,465.9026032,13.51445622,13.51445622,Detached,9,4,FALSE,TRUE,TRUE,TRUE,5,1,3,FALSE,CatC,LocalAuthority,CatB,TRUE
I0133313,365.8718191,365.8718191,9.155938785,9.155938785,PurposeBuiltFlatLowRise,9,1,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
I0134211,787.642371,787.642371,13.69910183,13.69910183,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatC,RSL,CatC,TRUE
I0142102,529.3724377,529.3724377,15.02863763,15.02863763,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatE,TRUE
I0143104,345.4911608,345.4911608,17.38571637,17.38571637,MidTerrace,9,4,TRUE,TRUE,TRUE,TRUE,4,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
I0143302,265.8059342,265.8059342,12.39970987,12.39970987,EndTerrace,9,4,FALSE,TRUE,TRUE,TRUE,2,1,3,TRUE,CatF,OwnerOccupied,CatD,TRUE
I0143401,1561.086193,1561.086193,30,30,Detached,9,4,FALSE,TRUE,TRUE,TRUE,3,1,3,FALSE,CatD,PrivateRented,CatD,TRUE
I0144201,122.331207,122.331207,13.24247966,13.24247966,PurposeBuiltFlatLowRise,9,3,TRUE,TRUE,TRUE,TRUE,3,1,3,FALSE,CatD,OwnerOccupied,CatC,TRUE
I0144202,876.4163289,876.4163289,17.30634186,17.30634186,Detached,9,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatF,OwnerOccupied,CatF,TRUE
I0151216,730.2617339,730.2617339,20.39141951,20.39141951,SemiDetached,9,4,FALSE,FALSE,TRUE,TRUE,2,1,3,TRUE,CatE,OwnerOccupied,CatF,TRUE
I0152305,421.8974884,421.8974884,23.11477987,23.11477987,Detached,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
I0152405,435.0466332,435.0466332,10.76826211,10.76826211,Bungalow,9,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatD,OwnerOccupied,CatD,TRUE
I0153209,255.7312666,255.7312666,10.7737053,10.7737053,PurposeBuiltFlatLowRise,9,1,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatD,RSL,CatF,TRUE
I0153310,655.7721296,655.7721296,20.28737716,20.28737716,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatF,PrivateRented,CatD,TRUE
I0154309,562.31622,562.31622,17.46576613,17.46576613,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatA,OwnerOccupied,CatB,TRUE
I0161108,503.633525,503.633525,16.1681942,16.1681942,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatA,OwnerOccupied,CatE,TRUE
I0161211,681.705301,681.705301,14.62838972,14.62838972,SemiDetached,9,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatE,OwnerOccupied,CatE,TRUE
I0162107,340.7502867,340.7502867,13.41396365,13.41396365,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatD,TRUE
I0162209,483.540597,483.540597,17.09821344,17.09821344,MidTerrace,10,4,TRUE,TRUE,TRUE,TRUE,4,1,3,TRUE,CatB,OwnerOccupied,CatF,TRUE
I0163209,631.9413249,631.9413249,13.53900198,13.53900198,Bungalow,9,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
I0163401,2219.663994,2219.663994,30,30,Detached,9,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,OwnerOccupied,CatF,TRUE
I0164307,423.0963513,423.0963513,17.29085222,17.29085222,MidTerrace,10,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatC,LocalAuthority,CatF,TRUE
I0172309,309.0806949,309.0806949,14.20193507,14.20193507,EndTerrace,9,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatB,OwnerOccupied,CatB,TRUE
I0173401,571.4318823,571.4318823,9.629876583,9.629876583,Bungalow,9,4,TRUE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatC,OwnerOccupied,CatD,TRUE
I0181203,498.9548418,498.9548418,10.67267843,10.67267843,PurposeBuiltFlatLowRise,9,2,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatC,OwnerOccupied,CatF,TRUE
I0181408,390.7431173,390.7431173,18.18478008,18.18478008,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
I0182303,167.8983111,167.8983111,9.169388326,9.169388326,PurposeBuiltFlatLowRise,9,2,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatE,RSL,CatB,TRUE
I0184101,755.5650036,755.5650036,19.60029209,19.60029209,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,TRUE,CatB,OwnerOccupied,CatE,TRUE
I0184104,353.9456311,353.9456311,14.4504344,14.4504344,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatE,OwnerOccupied,CatF,TRUE
I0191111,351.0042213,351.0042213,16.47310755,16.47310755,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
I0191405,813.278,813.278,19.1192271,19.1192271,Detached,9,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatE,LocalAuthority,CatF,TRUE
I0193410,374.3130101,374.3130101,14.08556306,14.08556306,EndTerrace,9,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatF,OwnerOccupied,CatF,TRUE
I0194209,514.7727443,514.7727443,15.97950379,15.97950379,Detached,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,TRUE,CatC,OwnerOccupied,CatF,TRUE
I0194306,628.2581131,628.2581131,27.90403781,27.90403781,Detached,9,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatD,PrivateRented,CatB,TRUE
I0194308,113.921982,113.921982,9.335041459,9.335041459,PurposeBuiltFlatLowRise,9,2,TRUE,TRUE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatD,TRUE
I0202401,118.3169902,118.3169902,15.62150412,15.62150412,PurposeBuiltFlatLowRise,9,2,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
I0203103,308.0254337,308.0254337,9.690374183,9.690374183,PurposeBuiltFlatLowRise,9,1,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,OwnerOccupied,CatD,TRUE
I0204202,692.2861429,692.2861429,19.01737004,19.01737004,Detached,9,4,TRUE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
I0204211,290.0264595,290.0264595,11.98271422,11.98271422,EndTerrace,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatA,OwnerOccupied,CatF,TRUE
I0211104,959.5526544,959.5526544,30,30,MidTerrace,9,4,TRUE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatE,OwnerOccupied,CatE,TRUE
I0211306,277.0508327,277.0508327,17.19537895,17.19537895,PurposeBuiltFlatLowRise,9,2,TRUE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatB,OwnerOccupied,CatC,TRUE
I0212401,388.6393851,388.6393851,12.01864832,12.01864832,Bungalow,9,4,TRUE,FALSE,TRUE,TRUE,3,1,3,TRUE,CatA,PrivateRented,CatB,TRUE
I0213302,234.0690425,234.0690425,9.629149652,9.629149652,Bungalow,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatB,OwnerOccupied,CatF,TRUE
I0213304,953.1481818,953.1481818,17.88418349,17.88418349,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatC,OwnerOccupied,CatE,TRUE
I0221304,1495.074018,1495.074018,20.56573381,20.56573381,Detached,9,4,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
I0221408,1564.998011,1564.998011,30,30,Detached,9,4,TRUE,FALSE,TRUE,TRUE,1,1,3,TRUE,CatA,OwnerOccupied,CatF,TRUE
I0224306,562.8479918,562.8479918,8.627762714,8.627762714,PurposeBuiltFlatLowRise,9,1,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatE,OwnerOccupied,CatB,TRUE
I0232409,540.8260483,540.8260483,26.22587307,26.22587307,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
I0233215,621.2902883,621.2902883,17.1946452,17.1946452,MidTerrace,9,4,FALSE,TRUE,TRUE,TRUE,2,1,3,FALSE,CatA,PrivateRented,CatC,TRUE
I0234115,2022.363269,2022.363269,23.16844842,23.16844842,MidTerrace,9,4,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,OwnerOccupied,CatC,TRUE
I0234311,1206.535975,1206.535975,23.83179564,23.83179564,Detached,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatF,OwnerOccupied,CatE,TRUE
I0242404,591.5861779,591.5861779,16.04597397,16.04597397,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatA,OwnerOccupied,CatD,TRUE
I0251302,1216.736707,1216.736707,20.76596397,20.76596397,Detached,9,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatF,OwnerOccupied,CatD,TRUE
I0252409,90.6622494,90.6622494,13.73319435,13.73319435,PurposeBuiltFlatHighRise,9,3,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatA,OwnerOccupied,CatF,TRUE
I0261211,335.2398487,335.2398487,15.5799285,15.5799285,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatC,LocalAuthority,CatF,TRUE
I0262404,173.1192988,173.1192988,9.54220415,9.54220415,PurposeBuiltFlatLowRise,9,3,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatC,OwnerOccupied,CatE,TRUE
I0263104,775.0417646,775.0417646,9.918444754,9.918444754,Bungalow,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatF,PrivateRented,CatD,TRUE
I0264108,555.5062288,555.5062288,18.21192432,18.21192432,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatD,OwnerOccupied,CatD,TRUE
I0264204,438.0862224,438.0862224,16.54534099,16.54534099,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatC,OwnerOccupied,CatC,TRUE
I0264401,178.5793145,178.5793145,11.55445453,11.55445453,Bungalow,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatB,OwnerOccupied,CatF,TRUE
I0271204,242.8147289,242.8147289,7.976719457,7.976719457,PurposeBuiltFlatLowRise,9,1,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatB,OwnerOccupied,CatF,TRUE
I0271404,452.3579518,452.3579518,14.48186386,14.48186386,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatD,LocalAuthority,CatF,TRUE
I0271406,266.3288713,266.3288713,11.04848665,11.04848665,PurposeBuiltFlatLowRise,9,1,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
I0272207,334.931017,334.931017,12.86868908,12.86868908,PurposeBuiltFlatLowRise,9,2,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatC,OwnerOccupied,CatC,TRUE
I0274108,558.9939652,558.9939652,15.46955734,15.46955734,Bungalow,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
I0281210,276.037314,276.037314,12.30529373,12.30529373,MidTerrace,9,4,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatA,PrivateRented,CatA,TRUE
I0282408,309.2800916,309.2800916,11.79577387,11.79577387,Bungalow,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,LocalAuthority,CatF,TRUE
I0283202,745.7190333,745.7190333,20.92771772,20.92771772,Detached,9,4,TRUE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
I0283203,328.3573745,328.3573745,12.9800581,12.9800581,MidTerrace,9,4,TRUE,TRUE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatE,TRUE
I0283408,636.9720998,636.9720998,24.23976041,24.23976041,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatA,OwnerOccupied,CatF,TRUE
I0284305,498.1372756,498.1372756,16.27621704,16.27621704,EndTerrace,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,LocalAuthority,CatE,TRUE
I0284408,399.36728,399.36728,16.70104419,16.70104419,MidTerrace,9,4,TRUE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
I0291305,545.7895583,545.7895583,16.63890187,16.63890187,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,OwnerOccupied,CatD,TRUE
I0291314,475.2936411,475.2936411,11.17659515,11.17659515,Bungalow,9,4,TRUE,TRUE,TRUE,TRUE,5,1,3,FALSE,CatB,OwnerOccupied,CatE,TRUE
I0293106,183.244301,183.244301,18.53746015,18.53746015,MidTerrace,9,4,TRUE,TRUE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatB,TRUE
I0293301,364.2958926,364.2958926,14.33007187,14.33007187,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,PrivateRented,CatB,TRUE
I0294113,303.4828812,303.4828812,9.00060541,9.00060541,Bungalow,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatE,OwnerOccupied,CatC,TRUE
I0294213,99.59518071,99.59518071,10.55204188,10.55204188,PurposeBuiltFlatLowRise,9,2,FALSE,TRUE,TRUE,TRUE,3,1,3,FALSE,CatB,OwnerOccupied,CatF,TRUE
I0294216,555.8097537,555.8097537,13.89590045,13.89590045,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatB,OwnerOccupied,CatC,TRUE
I0301305,456.0308036,456.0308036,11.47218571,11.47218571,Bungalow,9,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatB,OwnerOccupied,CatC,TRUE
I0301314,353.5084383,353.5084383,19.37467286,19.37467286,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatD,RSL,CatB,TRUE
I0303304,413.0447792,413.0447792,15.78736617,15.78736617,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatA,PrivateRented,CatF,TRUE
I0311209,393.8060782,393.8060782,16.69024234,16.69024234,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatC,OwnerOccupied,CatD,TRUE
I0312102,538.0875149,538.0875149,29.05307561,29.05307561,MidTerrace,9,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
I0312410,384.4671663,384.4671663,13.01042383,13.01042383,Detached,9,4,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatB,PrivateRented,CatD,TRUE
I0312412,317.2873567,317.2873567,14.79143363,14.79143363,MidTerrace,9,4,TRUE,TRUE,TRUE,TRUE,3,1,3,FALSE,CatD,PrivateRented,CatE,TRUE
I0321117,914.2411889,914.2411889,17.60600563,17.60600563,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,OwnerOccupied,CatE,TRUE
I0323203,642.7100036,642.7100036,17.82747811,17.82747811,MidTerrace,8,4,TRUE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatB,OwnerOccupied,CatC,TRUE
I0323212,519.2774393,519.2774393,20.80838919,20.80838919,EndTerrace,8,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatD,LocalAuthority,CatE,TRUE
I0323301,399.452337,399.452337,16.26003704,16.26003704,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatA,LocalAuthority,CatB,TRUE
I0323402,319.7666027,319.7666027,15.3908874,15.3908874,PurposeBuiltFlatLowRise,8,1,FALSE,FALSE,TRUE,TRUE,5,1,3,TRUE,CatE,OwnerOccupied,CatD,TRUE
I0324205,634.1360836,634.1360836,17.97682752,17.97682752,MidTerrace,8,4,TRUE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatE,TRUE
I0324402,491.9993596,491.9993596,17.0345744,17.0345744,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatE,TRUE
I0331310,300.7396535,300.7396535,10.5521174,10.5521174,PurposeBuiltFlatLowRise,8,1,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatD,TRUE
I0332301,663.402536,663.402536,30,30,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatC,LocalAuthority,CatA,TRUE
I0333102,307.2757687,307.2757687,10.10332091,10.10332091,PurposeBuiltFlatLowRise,8,3,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatA,OwnerOccupied,CatD,TRUE
I0333404,184.5566705,184.5566705,12.23032968,12.23032968,PurposeBuiltFlatLowRise,8,1,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
I0333406,199.1306912,199.1306912,10.69086285,10.69086285,PurposeBuiltFlatLowRise,8,2,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,LocalAuthority,CatE,TRUE
I0333417,230.3901355,230.3901355,10.12803267,10.12803267,PurposeBuiltFlatLowRise,8,1,TRUE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,PrivateRented,CatB,TRUE
I0334104,645.3628691,645.3628691,18.67457697,18.67457697,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatB,LocalAuthority,CatA,TRUE
I0334311,168.7163557,168.7163557,12.33520964,12.33520964,MidTerrace,8,4,FALSE,TRUE,TRUE,TRUE,2,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
I0334318,406.2704584,406.2704584,12.69103961,12.69103961,Bungalow,8,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatF,RSL,CatD,TRUE
I0341112,306.2868815,306.2868815,8.610183734,8.610183734,PurposeBuiltFlatLowRise,8,1,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatB,OwnerOccupied,CatE,TRUE
I0341116,350.4380135,350.4380135,8.279255886,8.279255886,PurposeBuiltFlatLowRise,8,1,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatE,TRUE
I0341205,222.6674828,222.6674828,10.88855081,10.88855081,PurposeBuiltFlatLowRise,8,2,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatA,PrivateRented,CatB,TRUE
I0341302,563.4523739,563.4523739,27.70164369,27.70164369,MidTerrace,8,4,TRUE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatA,PrivateRented,CatC,TRUE
I0341416,1021.509018,1021.509018,19.46663987,19.46663987,Detached,8,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatA,OwnerOccupied,CatD,TRUE
I0342210,443.2990067,443.2990067,18.51126642,18.51126642,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatF,OwnerOccupied,CatD,TRUE
I0343117,348.7280122,348.7280122,15.32528443,15.32528443,EndTerrace,8,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatB,PrivateRented,CatF,TRUE
I0343404,403.2059645,403.2059645,15.83225683,15.83225683,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,5,1,3,TRUE,CatA,OwnerOccupied,CatF,TRUE
I0344117,208.90983,208.90983,13.86004536,13.86004536,PurposeBuiltFlatLowRise,8,2,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatF,OwnerOccupied,CatD,TRUE
I0351202,301.5308226,301.5308226,9.281176162,9.281176162,Bungalow,8,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatE,TRUE
I0351211,215.8512281,215.8512281,10.22023676,10.22023676,PurposeBuiltFlatLowRise,8,2,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
I0352115,117.1686603,117.1686603,13.40309092,13.40309092,PurposeBuiltFlatHighRise,8,3,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatA,OwnerOccupied,CatD,TRUE
I0352121,213.8219695,213.8219695,9.426521234,9.426521234,PurposeBuiltFlatLowRise,8,2,TRUE,TRUE,TRUE,TRUE,5,1,3,FALSE,CatB,OwnerOccupied,CatC,TRUE
I0352302,90.40526345,90.40526345,16.80943569,16.80943569,PurposeBuiltFlatHighRise,8,3,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
I0353403,980.4657223,980.4657223,24.99946423,24.99946423,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,OwnerOccupied,CatE,TRUE
I0353414,172.1124086,172.1124086,8.719864175,8.719864175,PurposeBuiltFlatLowRise,8,3,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatE,RSL,CatF,TRUE
I0354209,504.2383293,504.2383293,10.43264773,10.43264773,PurposeBuiltFlatLowRise,8,1,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatF,PrivateRented,CatE,TRUE
I0361414,395.0705882,395.0705882,17.2993454,17.2993454,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatC,OwnerOccupied,CatF,TRUE
I0361415,1121.914555,1121.914555,26.52185081,26.52185081,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,LocalAuthority,CatD,TRUE
I0362301,187.3945933,187.3945933,14.19437958,14.19437958,PurposeBuiltFlatLowRise,8,1,TRUE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatB,OwnerOccupied,CatE,TRUE
I0362404,725.3407488,725.3407488,16.14104465,16.14104465,Detached,8,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
I0363103,278.5619926,278.5619926,16.97425259,16.97425259,PurposeBuiltFlatLowRise,8,3,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatF,RSL,CatC,TRUE
I0364101,657.601841,657.601841,20.65548523,20.65548523,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatC,OwnerOccupied,CatB,TRUE
I0364115,350.8143528,350.8143528,20.62975025,20.62975025,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatA,OwnerOccupied,CatE,TRUE
I0364301,613.703166,613.703166,16.10454786,16.10454786,EndTerrace,8,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
I0364308,270.847752,270.847752,12.40435694,12.40435694,PurposeBuiltFlatLowRise,8,1,TRUE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatB,PrivateRented,CatD,TRUE
I0372101,414.2949452,414.2949452,10.70131284,10.70131284,Bungalow,8,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
I0372209,639.4011882,639.4011882,16.64167443,16.64167443,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatF,OwnerOccupied,CatC,TRUE
I0372212,252.7928101,252.7928101,16.02273269,16.02273269,PurposeBuiltFlatLowRise,8,1,TRUE,TRUE,TRUE,TRUE,3,1,3,FALSE,CatF,PrivateRented,CatC,TRUE
I0372401,520.8147788,520.8147788,19.65555577,19.65555577,MidTerrace,8,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatC,OwnerOccupied,CatC,TRUE
I0373110,193.2670513,193.2670513,7.374746713,7.374746713,PurposeBuiltFlatLowRise,8,1,TRUE,TRUE,TRUE,TRUE,5,1,3,FALSE,CatB,OwnerOccupied,CatC,TRUE
I0374110,131.6945745,131.6945745,7.750793552,7.750793552,PurposeBuiltFlatLowRise,8,1,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatF,RSL,CatB,TRUE
