code, e1, e2, p1, p2, form, floor_area, level, extract, trickle, extract2, trickle2, fans, horizon, gor_ehs,fuelpov,buildyear,tenure,agehr,rebate
H0764116,717.8053851,717.8053851,17.93236841,17.93236841,Detached,7,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatC,OwnerOccupied,CatD,TRUE
H0764401,533.6314064,533.6314064,15.30362411,15.30362411,EndTerrace,7,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatC,OwnerOccupied,CatE,TRUE
H0771311,399.2283768,399.2283768,14.82370172,14.82370172,MidTerrace,7,4,FALSE,FALSE,TRUE,TRUE,2,1,3,TRUE,CatC,OwnerOccupied,CatF,TRUE
H0772410,1063.476298,1063.476298,15.599866,15.599866,Detached,7,4,FALSE,TRUE,TRUE,TRUE,2,1,3,FALSE,CatA,OwnerOccupied,CatD,TRUE
H0773114,188.8316196,188.8316196,12.42544845,12.42544845,MidTerrace,7,4,TRUE,TRUE,TRUE,TRUE,3,1,3,FALSE,CatF,RSL,CatD,TRUE
H0773214,239.0657617,239.0657617,13.13284883,13.13284883,MidTerrace,7,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatD,OwnerOccupied,CatB,TRUE
H0773411,469.7851788,469.7851788,9.994346753,9.994346753,Bungalow,7,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatA,OwnerOccupied,CatF,TRUE
H0781407,909.95158,909.95158,12.43184465,12.43184465,Bungalow,7,4,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,OwnerOccupied,CatD,TRUE
H0782305,446.5363773,446.5363773,14.84020338,14.84020338,MidTerrace,7,4,TRUE,TRUE,TRUE,TRUE,4,1,3,FALSE,CatF,OwnerOccupied,CatC,TRUE
H0783208,342.6448169,342.6448169,12.70822018,12.70822018,MidTerrace,7,4,FALSE,TRUE,TRUE,TRUE,1,1,3,FALSE,CatD,OwnerOccupied,CatE,TRUE
H0784108,1586.249455,1586.249455,22.26235976,22.26235976,Detached,7,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
H0784202,1011.811904,1011.811904,19.70712949,19.70712949,EndTerrace,7,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatD,OwnerOccupied,CatB,TRUE
H0791103,568.7970496,568.7970496,20.18202732,20.18202732,MidTerrace,7,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,RSL,CatD,TRUE
H0792403,588.9985974,588.9985974,16.40456234,16.40456234,MidTerrace,7,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
H0793208,801.5416532,801.5416532,22.85083129,22.85083129,Detached,7,4,TRUE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatF,PrivateRented,CatB,TRUE
H0793409,359.8566649,359.8566649,18.44147263,18.44147263,MidTerrace,7,4,TRUE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatE,OwnerOccupied,CatE,TRUE
H0794302,360.8229274,360.8229274,17.95262743,17.95262743,MidTerrace,7,4,TRUE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,LocalAuthority,CatF,TRUE
H0801413,1263.927661,1263.927661,11.07662385,11.07662385,Bungalow,7,4,TRUE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
H0802203,137.2596167,137.2596167,11.16681464,11.16681464,PurposeBuiltFlatLowRise,7,1,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatC,OwnerOccupied,CatC,TRUE
H0802405,532.9593985,532.9593985,11.05667371,11.05667371,Bungalow,7,4,TRUE,FALSE,TRUE,TRUE,5,1,3,TRUE,CatA,OwnerOccupied,CatF,TRUE
H0803408,386.691999,386.691999,10.87693485,10.87693485,Bungalow,7,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,PrivateRented,CatB,TRUE
H0804113,827.1005116,827.1005116,16.9795044,16.9795044,Detached,7,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatE,OwnerOccupied,CatE,TRUE
H0812214,507.6061787,507.6061787,19.69342111,19.69342111,MidTerrace,7,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatA,OwnerOccupied,CatF,TRUE
H0812312,377.3696075,377.3696075,12.02788263,12.02788263,Bungalow,7,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatC,LocalAuthority,CatD,TRUE
H0813302,460.0550093,460.0550093,16.94842715,16.94842715,EndTerrace,7,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,OwnerOccupied,CatE,TRUE
H0821103,189.8379488,189.8379488,13.11617168,13.11617168,PurposeBuiltFlatLowRise,7,1,FALSE,TRUE,TRUE,TRUE,4,1,3,FALSE,CatE,OwnerOccupied,CatD,TRUE
H0821210,708.1985873,708.1985873,18.41793578,18.41793578,MidTerrace,7,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatC,OwnerOccupied,CatD,TRUE
H0823410,1171.329654,1171.329654,18.17285537,18.17285537,Detached,7,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatF,OwnerOccupied,CatC,TRUE
H0831207,1074.18165,1074.18165,22.84982567,22.84982567,Detached,5,4,FALSE,FALSE,TRUE,TRUE,4,1,3,TRUE,CatD,OwnerOccupied,CatB,TRUE
H0831405,342.2128968,342.2128968,10.08113889,10.08113889,Bungalow,5,4,TRUE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatD,TRUE
H0841405,608.861034,608.861034,14.55390263,14.55390263,MidTerrace,7,4,TRUE,TRUE,TRUE,TRUE,4,1,3,FALSE,CatF,OwnerOccupied,CatC,TRUE
H0843102,414.9834496,414.9834496,13.20147946,13.20147946,EndTerrace,7,4,TRUE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
H0852206,594.1159601,594.1159601,16.36188248,16.36188248,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,5,1,3,TRUE,CatC,LocalAuthority,CatF,TRUE
H0854108,642.160311,642.160311,17.13848784,17.13848784,Detached,5,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatA,PrivateRented,CatA,TRUE
H0854406,251.3241293,251.3241293,14.60826406,14.60826406,MidTerrace,5,4,FALSE,TRUE,TRUE,TRUE,4,1,3,TRUE,CatA,PrivateRented,CatA,TRUE
H0862207,1026.970226,1026.970226,17.63529061,17.63529061,MidTerrace,5,4,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatF,OwnerOccupied,CatF,TRUE
H0862304,401.3444235,401.3444235,17.61691492,17.61691492,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatE,TRUE
H0863107,386.8737966,386.8737966,16.47673936,16.47673936,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,3,1,3,TRUE,CatA,OwnerOccupied,CatE,TRUE
H0864306,289.6963256,289.6963256,13.73273554,13.73273554,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatF,OwnerOccupied,CatC,TRUE
H0873202,791.7301615,791.7301615,17.1600347,17.1600347,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatC,OwnerOccupied,CatE,TRUE
H0873209,501.6450018,501.6450018,15.34298363,15.34298363,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatE,OwnerOccupied,CatC,TRUE
H0882206,520.8724012,520.8724012,9.44798942,9.44798942,PurposeBuiltFlatLowRise,6,1,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatE,OwnerOccupied,CatD,TRUE
H0892207,118.3715765,118.3715765,8.472783825,8.472783825,PurposeBuiltFlatLowRise,6,3,TRUE,TRUE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatC,TRUE
H0893113,768.5354471,768.5354471,17.56236851,17.56236851,MidTerrace,6,4,TRUE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatD,RSL,CatE,TRUE
H0893408,332.932225,332.932225,21.84366734,21.84366734,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatC,OwnerOccupied,CatE,TRUE
H0894408,392.0259472,392.0259472,17.33812696,17.33812696,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatF,OwnerOccupied,CatF,TRUE
H0901417,432.4331637,432.4331637,13.48380453,13.48380453,Detached,6,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatC,OwnerOccupied,CatC,TRUE
H0902215,1042.297775,1042.297775,26.21609505,26.21609505,EndTerrace,6,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatE,OwnerOccupied,CatF,TRUE
H0902217,375.1483499,375.1483499,18.08135921,18.08135921,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatB,OwnerOccupied,CatC,TRUE
H0904106,524.9261954,524.9261954,14.11590639,14.11590639,MidTerrace,6,4,TRUE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
H0904216,569.705005,569.705005,14.95217982,14.95217982,EndTerrace,6,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatF,OwnerOccupied,CatF,TRUE
H0911107,453.8273965,453.8273965,14.62862432,14.62862432,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,3,1,3,TRUE,CatA,PrivateRented,CatE,TRUE
H0911217,234.7177503,234.7177503,12.07633864,12.07633864,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatA,OwnerOccupied,CatB,TRUE
H0911402,570.5840361,570.5840361,18.16271446,18.16271446,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,3,1,3,TRUE,CatB,PrivateRented,CatB,TRUE
H0912101,157.1707959,157.1707959,13.19577606,13.19577606,PurposeBuiltFlatHighRise,6,3,TRUE,TRUE,TRUE,TRUE,2,1,3,FALSE,CatD,OwnerOccupied,CatE,TRUE
H0912116,163.6924525,163.6924525,7.342669948,7.342669948,PurposeBuiltFlatLowRise,6,3,FALSE,TRUE,TRUE,TRUE,2,1,3,FALSE,CatD,OwnerOccupied,CatE,TRUE
H0912305,287.4842201,287.4842201,18.95451908,18.95451908,PurposeBuiltFlatHighRise,6,3,TRUE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatB,OwnerOccupied,CatE,TRUE
H0912306,145.5247175,145.5247175,18.77753005,18.77753005,PurposeBuiltFlatLowRise,6,2,TRUE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
H0922303,489.0911491,489.0911491,20.24127773,20.24127773,EndTerrace,6,4,FALSE,FALSE,TRUE,TRUE,5,1,3,TRUE,CatC,LocalAuthority,CatF,TRUE
H0923201,319.7009131,319.7009131,18.99148863,18.99148863,Detached,6,4,TRUE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,PrivateRented,CatC,TRUE
H0932106,324.3791892,324.3791892,15.71231138,15.71231138,MidTerrace,6,4,TRUE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatB,LocalAuthority,CatB,TRUE
H0933305,188.5042439,188.5042439,11.14212316,11.14212316,PurposeBuiltFlatLowRise,6,2,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatD,LocalAuthority,CatE,TRUE
H0934411,441.7496614,441.7496614,15.06049315,15.06049315,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatB,OwnerOccupied,CatF,TRUE
H0944301,95.52772535,95.52772535,8.625387872,8.625387872,PurposeBuiltFlatLowRise,6,3,TRUE,TRUE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatD,TRUE
H0951207,967.6317993,967.6317993,17.04723753,17.04723753,Detached,6,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatC,LocalAuthority,CatF,TRUE
H0952308,200.0959858,200.0959858,17.9647243,17.9647243,PurposeBuiltFlatHighRise,6,1,FALSE,FALSE,TRUE,TRUE,2,1,3,TRUE,CatD,LocalAuthority,CatB,TRUE
H0954209,302.3169674,302.3169674,14.67933029,14.67933029,MidTerrace,6,4,FALSE,TRUE,TRUE,TRUE,5,1,3,FALSE,CatB,OwnerOccupied,CatC,TRUE
H0961406,833.0513441,833.0513441,20.99623149,20.99623149,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatD,OwnerOccupied,CatB,TRUE
H0962207,490.2432182,490.2432182,15.18699295,15.18699295,Detached,6,4,TRUE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatC,OwnerOccupied,CatF,TRUE
H0963110,272.1435741,272.1435741,15.86957029,15.86957029,MidTerrace,6,4,TRUE,TRUE,TRUE,TRUE,2,1,3,FALSE,CatE,OwnerOccupied,CatC,TRUE
H0972112,146.2836097,146.2836097,7.704308175,7.704308175,PurposeBuiltFlatLowRise,6,1,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatB,OwnerOccupied,CatC,TRUE
H0972201,494.269699,494.269699,10.36440636,10.36440636,Bungalow,6,4,TRUE,TRUE,TRUE,TRUE,2,1,3,FALSE,CatD,PrivateRented,CatB,TRUE
H0972404,947.2963347,947.2963347,22.67583611,22.67583611,Detached,6,4,FALSE,FALSE,TRUE,TRUE,1,1,3,TRUE,CatE,OwnerOccupied,CatF,TRUE
H0973113,446.3089661,446.3089661,16.16710751,16.16710751,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatB,OwnerOccupied,CatE,TRUE
H0973213,1083.14496,1083.14496,18.52874768,18.52874768,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,3,1,3,TRUE,CatC,OwnerOccupied,CatE,TRUE
H0974211,285.5763565,285.5763565,11.37099613,11.37099613,Bungalow,6,4,TRUE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatE,OwnerOccupied,CatC,TRUE
H0974310,848.3307874,848.3307874,15.84318704,15.84318704,Detached,6,4,FALSE,FALSE,TRUE,TRUE,5,1,3,TRUE,CatA,OwnerOccupied,CatF,TRUE
H0982110,464.8859389,464.8859389,23.39670054,23.39670054,MidTerrace,2,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatC,OwnerOccupied,CatC,TRUE
H0983410,660.0500796,660.0500796,14.29882522,14.29882522,Detached,2,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatC,OwnerOccupied,CatF,TRUE
H0984311,823.8656129,823.8656129,18.17929534,18.17929534,Detached,2,4,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatA,OwnerOccupied,CatD,TRUE
H0991103,1041.591703,1041.591703,19.78430831,19.78430831,Detached,2,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatA,OwnerOccupied,CatD,TRUE
H0992209,636.8727373,636.8727373,15.95044738,15.95044738,MidTerrace,2,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatC,OwnerOccupied,CatF,TRUE
H0992309,576.1158354,576.1158354,15.31571764,15.31571764,MidTerrace,2,4,TRUE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatA,OwnerOccupied,CatB,TRUE
H0993203,937.4931914,937.4931914,8.640901093,8.640901093,Bungalow,2,4,TRUE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatB,TRUE
H0994110,967.6351918,967.6351918,30,30,MidTerrace,2,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
H0994304,958.6289942,958.6289942,16.98469481,16.98469481,Detached,2,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatC,RSL,CatB,TRUE
H0994309,626.5287576,626.5287576,15.0633966,15.0633966,MidTerrace,2,4,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatF,PrivateRented,CatA,TRUE
H0994401,350.0620101,350.0620101,14.82815583,14.82815583,MidTerrace,2,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatF,OwnerOccupied,CatD,TRUE
H1001308,535.4679464,535.4679464,17.71181805,17.71181805,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatA,OwnerOccupied,CatB,TRUE
H1003105,570.0905861,570.0905861,16.83307024,16.83307024,MidTerrace,6,4,TRUE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatB,OwnerOccupied,CatE,TRUE
H1003302,69.47150717,69.47150717,16.80420766,16.80420766,PurposeBuiltFlatHighRise,6,3,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatD,OwnerOccupied,CatD,TRUE
H1003305,864.7997953,864.7997953,16.63998419,16.63998419,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatF,OwnerOccupied,CatD,TRUE
H1004301,771.4935243,771.4935243,15.39996694,15.39996694,EndTerrace,6,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatC,OwnerOccupied,CatC,TRUE
H1011404,214.5251725,214.5251725,15.63188169,15.63188169,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
H1011405,426.354075,426.354075,16.52513176,16.52513176,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
H1012102,638.427414,638.427414,15.12816419,15.12816419,Detached,6,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatA,OwnerOccupied,CatE,TRUE
H1013204,360.3397363,360.3397363,13.11927971,13.11927971,EndTerrace,6,4,TRUE,TRUE,TRUE,TRUE,2,1,3,FALSE,CatB,RSL,CatC,TRUE
H1014211,155.6541851,155.6541851,13.61892114,13.61892114,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatF,PrivateRented,CatA,TRUE
H1021308,2162.631349,2162.631349,22.04440731,22.04440731,Detached,2,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
H1022202,675.4730319,675.4730319,16.21803032,16.21803032,MidTerrace,2,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatB,OwnerOccupied,CatC,TRUE
H1022412,511.0617337,511.0617337,16.42776929,16.42776929,MidTerrace,6,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
H1023201,1234.146558,1234.146558,14.2454929,14.2454929,Detached,5,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatF,OwnerOccupied,CatB,TRUE
H1023209,914.6563692,914.6563692,17.32112482,17.32112482,Detached,5,4,TRUE,TRUE,TRUE,TRUE,2,1,3,FALSE,CatB,OwnerOccupied,CatF,TRUE
H1023302,464.2179747,464.2179747,9.024557214,9.024557214,Bungalow,5,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,OwnerOccupied,CatD,TRUE
H1024306,715.6227932,715.6227932,26.56432052,26.56432052,Detached,6,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatD,OwnerOccupied,CatE,TRUE
H1031403,459.2061007,459.2061007,13.44584786,13.44584786,EndTerrace,5,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatD,OwnerOccupied,CatD,TRUE
H1032107,683.4221014,683.4221014,20.97491574,20.97491574,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,4,1,3,TRUE,CatB,OwnerOccupied,CatF,TRUE
H1032405,169.3599358,169.3599358,9.527128163,9.527128163,Bungalow,5,4,TRUE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
H1034310,257.6388227,257.6388227,10.63850457,10.63850457,Bungalow,5,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatF,OwnerOccupied,CatD,TRUE
H1041109,714.3772867,714.3772867,12.91122027,12.91122027,EndTerrace,5,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatF,OwnerOccupied,CatC,TRUE
H1041312,315.7466443,315.7466443,13.13249463,13.13249463,EndTerrace,5,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatB,LocalAuthority,CatF,TRUE
H1042405,652.22557,652.22557,13.45175752,13.45175752,Detached,5,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatE,OwnerOccupied,CatC,TRUE
H1044110,126.4094967,126.4094967,10.47869083,10.47869083,PurposeBuiltFlatLowRise,5,1,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatB,TRUE
H1053309,83.71951345,83.71951345,11.64077141,11.64077141,PurposeBuiltFlatLowRise,5,3,FALSE,TRUE,TRUE,TRUE,3,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
H1054408,276.5324733,276.5324733,22.28148005,22.28148005,MidTerrace,5,4,TRUE,TRUE,TRUE,TRUE,5,1,3,FALSE,CatC,OwnerOccupied,CatF,TRUE
H1061305,479.5237673,479.5237673,17.78239323,17.78239323,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatC,OwnerOccupied,CatC,TRUE
H1061411,683.3691022,683.3691022,16.30976781,16.30976781,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatD,OwnerOccupied,CatF,TRUE
H1062210,360.0167274,360.0167274,15.78245179,15.78245179,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,4,1,3,TRUE,CatD,OwnerOccupied,CatE,TRUE
H1062301,747.0903721,747.0903721,16.45902717,16.45902717,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatF,OwnerOccupied,CatD,TRUE
H1064307,1084.111742,1084.111742,20.16213257,20.16213257,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatC,OwnerOccupied,CatE,TRUE
H1071307,189.4984277,189.4984277,12.72710442,12.72710442,PurposeBuiltFlatLowRise,5,3,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatC,PrivateRented,CatC,TRUE
H1072305,879.9905274,879.9905274,12.35913321,12.35913321,PurposeBuiltFlatLowRise,5,1,TRUE,FALSE,TRUE,TRUE,2,1,3,TRUE,CatD,OwnerOccupied,CatF,TRUE
H1074301,349.5022243,349.5022243,15.01475283,15.01475283,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatC,OwnerOccupied,CatD,TRUE
H1081111,712.4808277,712.4808277,17.44587215,17.44587215,Detached,5,4,TRUE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatD,RSL,CatE,TRUE
H1081205,398.7196605,398.7196605,14.47777328,14.47777328,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatC,RSL,CatD,TRUE
H1081206,411.7602648,411.7602648,10.74654062,10.74654062,Bungalow,5,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatC,OwnerOccupied,CatD,TRUE
H1081301,430.4966162,430.4966162,9.937826859,9.937826859,Bungalow,5,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatB,OwnerOccupied,CatF,TRUE
H1082306,799.8755778,799.8755778,16.77133901,16.77133901,Detached,5,4,TRUE,TRUE,TRUE,TRUE,3,1,3,FALSE,CatF,PrivateRented,CatA,TRUE
H1083211,584.8868445,584.8868445,15.9316021,15.9316021,Detached,5,4,TRUE,TRUE,TRUE,TRUE,1,1,3,FALSE,CatB,OwnerOccupied,CatF,TRUE
H1083411,908.3486129,908.3486129,23.94229817,23.94229817,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatE,OwnerOccupied,CatB,TRUE
H1084308,364.7256609,364.7256609,13.68173794,13.68173794,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatE,RSL,CatE,TRUE
H1084312,1012.013196,1012.013196,14.91642352,14.91642352,Detached,5,4,TRUE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatC,OwnerOccupied,CatE,TRUE
H1084413,653.4789426,653.4789426,15.4522482,15.4522482,Detached,5,4,TRUE,TRUE,TRUE,TRUE,2,1,3,TRUE,CatA,OwnerOccupied,CatB,TRUE
H1091203,944.4670575,944.4670575,15.59720845,15.59720845,Detached,5,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatE,OwnerOccupied,CatF,TRUE
H1091402,370.1699057,370.1699057,16.22638572,16.22638572,EndTerrace,5,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatD,OwnerOccupied,CatE,TRUE
H1092204,456.1931781,456.1931781,17.35073898,17.35073898,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,1,1,3,FALSE,CatC,OwnerOccupied,CatC,TRUE
H1092206,224.6592925,224.6592925,10.65662877,10.65662877,Bungalow,5,4,TRUE,TRUE,TRUE,TRUE,5,1,3,FALSE,CatE,OwnerOccupied,CatC,TRUE
H1093102,606.0208082,606.0208082,10.62275849,10.62275849,Bungalow,5,4,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatF,PrivateRented,CatB,TRUE
H1093110,401.8970006,401.8970006,12.38636457,12.38636457,Bungalow,5,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatF,OwnerOccupied,CatC,TRUE
H1093211,518.6061768,518.6061768,14.48027185,14.48027185,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatA,OwnerOccupied,CatB,TRUE
H1093402,934.5467917,934.5467917,19.95841105,19.95841105,Detached,5,4,FALSE,FALSE,TRUE,TRUE,1,1,3,TRUE,CatA,OwnerOccupied,CatD,TRUE
H1094116,688.2869339,688.2869339,18.18281523,18.18281523,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatD,LocalAuthority,CatB,TRUE
H1104309,411.7029712,411.7029712,12.19272167,12.19272167,Bungalow,5,4,FALSE,FALSE,TRUE,TRUE,1,1,3,TRUE,CatA,OwnerOccupied,CatC,TRUE
H1112413,583.1414227,583.1414227,9.361474322,9.361474322,Bungalow,5,4,FALSE,FALSE,TRUE,TRUE,4,1,3,FALSE,CatB,OwnerOccupied,CatE,TRUE
H1122114,783.2908824,783.2908824,17.15357749,17.15357749,Detached,4,4,TRUE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatA,PrivateRented,CatA,TRUE
H1122216,176.3531675,176.3531675,11.05736131,11.05736131,PurposeBuiltFlatLowRise,4,1,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
H1124102,339.8578714,339.8578714,14.26689601,14.26689601,MidTerrace,5,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatB,TRUE
H1124214,633.3408067,633.3408067,17.79971719,17.79971719,Detached,5,4,FALSE,FALSE,TRUE,TRUE,3,1,3,FALSE,CatA,OwnerOccupied,CatC,TRUE
H1141103,540.6836198,540.6836198,14.40532996,14.40532996,MidTerrace,4,4,FALSE,FALSE,TRUE,TRUE,5,1,3,FALSE,CatB,OwnerOccupied,CatB,TRUE
H1142402,525.4198404,525.4198404,13.23655156,13.23655156,Detached,4,4,FALSE,FALSE,TRUE,TRUE,2,1,3,FALSE,CatB,OwnerOccupied,CatD,TRUE
