Pollutant,Dwelling Type,Ventilation Type,b4,b3,b2,b1,b0
INPM2_5,House4,T,-1.4254362766270592e-06,7.384031271385547e-05,0.0007908226569411215,-0.14261962102317086,7.778769605454165
INPM2_5,House4,NOTE,-1.7361425400737888e-06,0.00012923941213163325,-0.0021528015397225446,-0.08533046127727026,7.725204392845712
INPM2_5,House5,TE,1.2109525445119047e-06,-0.0001124049421291475,0.00427368740214959,-0.0957773693173432,2.772946324036647
INPM2_5,House5,E,2.0838644577220484e-06,-0.00018887045298428528,0.0068857778020715585,-0.14130123580230947,3.227729720748494
INPM2_5,House5,T,5.314116255034695e-06,-0.000490210857600154,0.01857829466807381,-0.4165792965524182,8.997645749844999
INPM2_5,House5,NOTE,1.3831989870128895e-05,-0.0012489118481730378,0.04521772024635878,-0.9063608971650353,14.416540344767448
INPM2_5,House6,TE,1.844001588581335e-07,-3.9732611562745166e-05,0.0025772997318578485,-0.08352346763324242,3.0181628656252966
INPM2_5,House6,E,-3.6492065218009286e-07,1.0215620599923845e-05,0.0009324320846560607,-0.06572941852379134,3.222396849614741
INPM2_5,House6,T,8.138354874274065e-09,-7.494571306299086e-05,0.006748212689832632,-0.2621715926791023,8.191984059551782
INPM2_5,House6,NOTE,-1.9381178344529557e-08,-6.689099530887161e-05,0.0065374466037952305,-0.27548591022130964,8.845437568813182
INPM2_5,House7,TE,2.7640573693785418e-06,-0.000250705830255613,0.009083272370422907,-0.18695792840896916,3.991668626799267
INPM2_5,House7,E,7.218095919713006e-06,-0.0006207151229552236,0.020621700502112622,-0.35733135729477583,5.229845714494492
INPM2_5,House7,T,8.897775471744358e-06,-0.0007921766091511737,0.028222271333966428,-0.5648627549385422,9.772418530378213
INPM2_5,House7,NOTE,2.2966445549027994e-05,-0.0019737202557398854,0.06537440717567658,-1.110889125854595,13.498878142729126
ETS,Flat1,TE,2.3392425306620353e-06,-0.00023789674029046361,0.010779615715902349,-0.31227812382901815,7.311136163038751
ETS,Flat1,E,1.0673770166313002e-05,-0.0009659250964257006,0.0358338089084092,-0.7660729077415025,11.983861210039914
ETS,Flat1,T,1.563962661499869e-05,-0.0013576381713983543,0.046266094805052935,-0.8419895895221362,11.07311417376864
ETS,Flat1,NOTE,0.0002109195020212363,-0.016742190130971647,0.48453108281184554,-6.315136995431361,39.00252604404752
ETS,Flat2,TE,1.184270406406582e-06,-0.00011924481052389484,0.005732324480652093,-0.19822255235379962,6.07388217801139
ETS,Flat2,E,3.1741445043642075e-06,-0.0003151929016733323,0.013660936816801585,-0.3776654047549236,8.544746123472128
ETS,Flat2,T,2.8780507322302448e-06,-0.00027619308729029954,0.011676136971319527,-0.3207765143296868,7.740390958274177
ETS,Flat2,NOTE,3.1741445043642075e-06,-0.0003151929016733323,0.013660936816801585,-0.3776654047549236,8.544746123472128
ETS,Flat3,TE,-3.3668190810855514e-06,0.00018946816655797944,0.0005203229747498151,-0.29711286682409427,12.121305513427782
ETS,Flat3,E,2.5460616247630405e-06,-0.00027352864535428633,0.013513506498791931,-0.4575201982153966,13.647030476170322
ETS,Flat3,T,1.108114523220602e-05,-0.0012057373497706048,0.054380454642764246,-1.37786706063946,24.24611945474742
ETS,Flat3,NOTE,2.5558059857829202e-05,-0.0023155295239475574,0.08499727035793318,-1.7676912048993878,27.774142910615396
ETS,House1,TE,6.137435276621472e-06,-0.0005303836310840301,0.01769832807507703,-0.2996361984322653,3.6317082161576626
ETS,House1,E,2.6054382280290507e-05,-0.002154233846243305,0.0664046302239698,-0.9593086452316804,7.56435573809827
ETS,House1,T,7.873750867947149e-06,-0.0006681973558847357,0.02166880576660462,-0.35272839744347045,4.097131119039666
ETS,House1,NOTE,4.518648216378175e-05,-0.0036138226783643994,0.10593484586955088,-1.4133541439616233,9.61789123779988
ETS,House2,TE,9.888365343729276e-06,-0.0008256419237602164,0.026023761010674006,-0.3999772652139066,4.318503403108975
ETS,House2,E,2.0609894628463357e-05,-0.001708679112004101,0.05302599714261067,-0.7813478912910649,6.828403275264395
ETS,House2,T,1.2729839193648216e-05,-0.0010596074611295557,0.03319694271288753,-0.5034914589704682,5.143203715434341
ETS,House2,NOTE,5.0357615782818155e-05,-0.003997092961532142,0.11573001919880932,-1.5135600516913363,10.257802301292516
ETS,House3,TE,1.1206741449381334e-05,-0.0009476681412052492,0.030580779501441932,-0.4899467584612931,4.899991576469189
ETS,House3,E,3.5071769030022345e-05,-0.0028830124605162648,0.08784717091945518,-1.2400650357974103,8.913230642208466
ETS,House3,T,1.391519207486459e-05,-0.0011707672583908034,0.037304935498138604,-0.5826026741592895,5.592686622172578
ETS,House3,NOTE,6.45307940650064e-05,-0.005133400994220799,0.1489040809048753,-1.940458136357405,12.029552320282523
ETS,House4,TE,6.0043450871829295e-06,-0.000506352939284119,0.016206127656087452,-0.2547610409820479,2.8088795414388814
ETS,House4,E,2.9934950180061583e-05,-0.002383529292949365,0.06920624673815216,-0.9037361558071098,6.015775119538945
ETS,House4,T,7.293784320249634e-06,-0.0006121766050814417,0.019452679391968618,-0.3035327358648152,3.3148461086184686
ETS,House4,NOTE,3.60785874906867e-05,-0.0028599550519518265,0.08257466544648966,-1.071842847291385,7.076051527180424
ETS,House5,TE,7.51484518456592e-06,-0.0006341359553287475,0.020306984434585184,-0.31786608426753815,2.926654147911966
ETS,House5,E,1.5738962363138426e-05,-0.001306403900116457,0.040568887527451185,-0.5944092572329998,4.54326891031767
ETS,House5,T,8.440681139923975e-06,-0.0007085629158604562,0.02252508324235962,-0.34999695267999203,3.2385467566289257
ETS,House5,NOTE,5.8111539649454334e-05,-0.004590478239996511,0.13171353782452136,-1.6847618254676677,9.858209260287738
ETS,House6,TE,5.207648210962551e-06,-0.0004561764058965022,0.015636475061297186,-0.2808807611869666,3.6833149326124017
ETS,House6,E,2.384196652061862e-05,-0.0019497492574615239,0.059104381625127794,-0.8386193827275823,6.741956102208409
ETS,House6,T,7.163470296678983e-06,-0.000623750353773063,0.021095475843292633,-0.3670585413509542,4.427154368028419
ETS,House6,NOTE,4.860140771341418e-05,-0.0038673837896056576,0.11275088666845279,-1.5044738180191166,10.369868105301055
ETS,House7,TE,9.048024614244254e-06,-0.0007671048015019233,0.024900521742168343,-0.40725071510906885,4.553699309617786
ETS,House7,E,3.544252254458747e-05,-0.0029122212038705767,0.08884270569994131,-1.2596793099858836,9.285259134396274
ETS,House7,T,1.040602705686151e-05,-0.000880542058002646,0.02856900998384414,-0.4681158044096337,5.14300626787828
ETS,House7,NOTE,6.28458411575203e-05,-0.005013282115664692,0.14623322711471315,-1.9294514859509537,12.39125769511797
OUTPM2_5,Flat1,TE,-2.1586944524541748e-07,2.4477527840586692e-05,-0.0014367844334514344,0.07432402944321695,3.123317118147542
OUTPM2_5,Flat1,E,-3.299356348434488e-07,3.710242331415354e-05,-0.0021599399150865973,0.10439410228834489,2.228001900994642
OUTPM2_5,Flat1,T,-7.104291276945846e-07,7.037852289738587e-05,-0.003269992251717284,0.1204654378231948,2.3263893933042854
OUTPM2_5,Flat1,NOTE,-6.102067522398891e-07,7.407582320980754e-05,-0.004246334205136384,0.17127769941979756,0.9991111521597928
OUTPM2_5,Flat2,TE,-1.5641750472022928e-07,1.7335127629629493e-05,-0.001099261555415589,0.06269218190473323,3.4093837812130956
OUTPM2_5,Flat2,E,-2.2392389675912504e-07,2.7841096034063168e-05,-0.0017848526518729733,0.08970945615145207,2.6989380906010583
OUTPM2_5,Flat2,T,-1.9899015623144182e-07,2.142064538890861e-05,-0.0013402914227338893,0.07580436754935875,2.866238053395473
OUTPM2_5,Flat2,NOTE,-2.2392389675912504e-07,2.7841096034063168e-05,-0.0017848526518729733,0.08970945615145207,2.6989380906010583
OUTPM2_5,Flat3,TE,6.568239017503678e-07,-4.938620484487215e-05,0.0010037960567694695,0.03135962715041783,2.4301543616124395
OUTPM2_5,Flat3,E,-9.019024635458438e-08,1.0957263670818762e-05,-0.0007132715719533186,0.04945931803582967,2.2183679080701846
OUTPM2_5,Flat3,T,5.093785148977569e-07,-3.3507965987141795e-05,0.0002574829794065133,0.05796554077310336,1.4862959674062415
OUTPM2_5,Flat3,NOTE,-1.9833988293715372e-07,2.0484774904418467e-05,-0.0011144149990963603,0.06768920609471162,1.3136407136649992
OUTPM2_5,House1,TE,-2.373009291739942e-06,0.000230776754598942,-0.009242932941473218,0.2155295146394609,3.0280218460256982
OUTPM2_5,House1,E,-3.2182376144508263e-06,0.0003246032743611312,-0.013464146842381288,0.31425313114381953,1.7251396956089595
OUTPM2_5,House1,T,-3.039326819209681e-06,0.00028592798387549166,-0.0109655402099154,0.24168758587407072,2.8070213624091456
OUTPM2_5,House1,NOTE,-5.385412494568528e-06,0.0005035248424011665,-0.01893466639259969,0.39096231353421984,1.2436155616216544
OUTPM2_5,House2,TE,-2.4103033634233433e-06,0.00022476737835798943,-0.008490092547910019,0.18758995241355098,2.7745807115693357
OUTPM2_5,House2,E,-3.3781612333498792e-06,0.00031436600968785133,-0.01182006598369667,0.255012490922506,1.7859210470124232
OUTPM2_5,House2,T,-3.7138539642893905e-06,0.00033169338341898735,-0.011779472927635003,0.23603797715915442,2.3941543806307957
OUTPM2_5,House2,NOTE,-5.402113632245801e-06,0.00048197891915314697,-0.017025448140773645,0.33175791584173,1.218525429888357
OUTPM2_5,House3,TE,-2.692489480680238e-06,0.00025967006943726934,-0.010359483441562936,0.24162979358443512,3.011670230346039
OUTPM2_5,House3,E,-3.927783713160517e-06,0.0003795938907649381,-0.015048671333428156,0.3370532226766386,1.9680853589250509
OUTPM2_5,House3,T,-3.82915320645065e-06,0.0003553572921879105,-0.01340929632236005,0.28830393835342233,2.667526706641848
OUTPM2_5,House3,NOTE,-6.684223962605385e-06,0.0006142656233217502,-0.02255216707122854,0.449457645908182,1.1633830527749338
OUTPM2_5,House4,TE,-4.088163835532654e-06,0.00036878575887791185,-0.013209241724419157,0.2586950973873691,3.0500579788600657
OUTPM2_5,House4,E,-7.3755377738717795e-06,0.0006654198864927798,-0.02351609459208864,0.4332859038937599,1.5080661864527873
OUTPM2_5,House4,T,-4.341907100090799e-06,0.000388191425497619,-0.013764972145496077,0.2674691899713456,2.917894160263911
OUTPM2_5,House4,NOTE,-8.840701605856502e-06,0.0007757301493571286,-0.02643836958150195,0.4666714668566814,1.3023960154706018
OUTPM2_5,House5,TE,-2.818633629364597e-06,0.000261324959198725,-0.009921079275638931,0.21790728749580274,3.941076789716995
OUTPM2_5,House5,E,-3.848484674966637e-06,0.0003575688686493163,-0.013535886497272392,0.2898703450334189,3.1297144049726224
OUTPM2_5,House5,T,-3.3449974982049068e-06,0.00030717480749538383,-0.011459727500888396,0.2436261453210701,3.7113474634054886
OUTPM2_5,House5,NOTE,-7.790445333021527e-06,0.0006921669918809856,-0.024406875151905223,0.46704857607318495,1.3933480137187373
OUTPM2_5,House6,TE,-1.2612551233133732e-06,0.00012934811468974538,-0.0056917926914849945,0.16116317082083603,2.6655848929760264
OUTPM2_5,House6,E,-3.3177228404833258e-06,0.0003075714443244896,-0.011542688011939643,0.25516025362998196,1.658396114190254
OUTPM2_5,House6,T,-1.7427896572955037e-06,0.0001684475947266786,-0.00690747360059855,0.1810387760224425,2.4386758807693703
OUTPM2_5,House6,NOTE,-4.471700865722437e-06,0.00038104749428929653,-0.012962071432026412,0.26810279391930575,1.2599308230763466
OUTPM2_5,House7,TE,-2.5490291168311712e-06,0.0002416316852631265,-0.009450245568043523,0.21530714422557365,3.77605980204871
OUTPM2_5,House7,E,-5.430926996735789e-06,0.0005022767563997845,-0.018710009273425855,0.3819597274699045,2.201531345468385
OUTPM2_5,House7,T,-3.915646636257186e-06,0.0003543478833326022,-0.012929400455938387,0.2661910946588413,3.409733848534271
OUTPM2_5,House7,NOTE,-8.863999662894106e-06,0.0007859211144488334,-0.02740407393797112,0.5042774302381297,1.4378650301755749
Radon,Flat1,TE,7.74404796296252e-06,-0.0008148457151688751,0.038696579184589616,-1.2271161072650563,35.11586501709367
Radon,Flat1,E,3.70309166297593e-05,-0.003433029832815621,0.1322093502130554,-3.0252726818862214,55.70074745299325
Radon,Flat1,T,8.714586727063238e-05,-0.007582037901405111,0.25905680576729084,-4.735187687016609,62.75300880278761
Radon,Flat1,NOTE,0.0011809725087092314,-0.09383928424167073,2.7211404583856753,-35.62785115298576,222.69084644794262
Radon,Flat2,TE,4.614043732789499e-06,-0.0004816204227940343,0.02384299375184024,-0.8444894910225976,29.419173114800707
Radon,Flat2,E,1.3356177978476043e-05,-0.0013499031684311858,0.05956975844466327,-1.6655336207158737,40.71247195826582
Radon,Flat2,T,1.4933967944482364e-05,-0.0014502838781984871,0.061885440234058856,-1.7060660891240114,41.628136403041
Radon,Flat2,NOTE,1.3356177978476043e-05,-0.0013499031684311858,0.05956975844466327,-1.6655336207158737,40.71247195826582
Radon,Flat3,TE,-1.601651197728841e-05,0.0011412092921308926,-0.017820686062394266,-0.7387490033194335,52.68281928111646
Radon,Flat3,E,5.372226563858087e-06,-0.0005781531751756289,0.03151511939405443,-1.3510118821944068,58.695055731322796
Radon,Flat3,T,4.0208062539832435e-05,-0.004559658247679621,0.21597390723519136,-5.806942707792489,113.14201261704592
Radon,Flat3,NOTE,0.00010827858884257855,-0.009822697087846808,0.36225508797411315,-7.668048802830606,129.5600458754905
Radon,House1,TE,3.7142467026010364e-05,-0.003210011638732886,0.1069172857789182,-1.806320024845878,20.626938515096782
Radon,House1,E,0.00014882733464760377,-0.012278100547017312,0.37784642565249815,-5.471212240246698,42.34138375514505
Radon,House1,T,5.4710957603589635e-05,-0.004615267737854912,0.1479823342096376,-2.344808096004237,23.745408787785593
Radon,House1,NOTE,0.00032546238787548514,-0.025851190026631568,0.7482748683308917,-9.727379701701837,60.281238725062096
Radon,House2,TE,4.423344582126442e-05,-0.0037241561384898465,0.1192765236198945,-1.9150224106536995,22.651796704477107
Radon,House2,E,0.00011434473636540312,-0.009402502265409588,0.28842774094470436,-4.2105476274603735,37.20662381220451
Radon,House2,T,8.194981124832755e-05,-0.006715902779964163,0.20552565921513136,-3.01873477837948,28.73681701732696
Radon,House2,NOTE,0.0003242110037417663,-0.025601342482501243,0.7344788582077786,-9.441884304771902,60.630353282477046
Radon,House3,TE,3.556063386564434e-05,-0.003081139043700849,0.10324920010119852,-1.7642643593426857,19.481712405940463
Radon,House3,E,9.488896433112316e-05,-0.007977583742637191,0.252983378663075,-3.856347390113504,32.22548458399551
Radon,House3,T,5.8882700397919576e-05,-0.004948701539234098,0.1577991778561127,-2.473260531734007,23.345871205027066
Radon,House3,NOTE,0.0002915258741001452,-0.023133381216845116,0.668666057200429,-8.673164456351515,52.80658198812269
Radon,House4,TE,3.387509866516493e-05,-0.002866849202071993,0.09259488728032043,-1.4951128294580414,17.01511432778176
Radon,House4,E,0.00016305103792356275,-0.013062320309113836,0.38348328655401054,-5.1283016755850115,35.755883911543684
Radon,House4,T,4.853987208714199e-05,-0.004057979235298912,0.12832887735219278,-1.9900679841112345,20.37869902332674
Radon,House4,NOTE,0.00024778920738212606,-0.01959597971601512,0.5633861836143426,-7.251217638654898,45.70551526926597
Radon,House5,TE,4.72094512227643e-05,-0.004050753311255748,0.13377059353492238,-2.233628362121013,23.774093114972164
Radon,House5,E,9.148346075171268e-05,-0.007729057791672571,0.24790917100598642,-3.8835192415436124,34.6841962829364
Radon,House5,T,6.0141758088209285e-05,-0.005103570240998085,0.1653672504746361,-2.665118026403012,26.375945497245194
Radon,House5,NOTE,0.0005110566318333269,-0.04036493331535457,1.158138677462968,-14.822973234520274,86.7973232295131
Radon,House6,TE,1.381123277026059e-05,-0.001256867947689722,0.04540572660322995,-0.8756103062245904,11.916928766572934
Radon,House6,E,5.367273655188183e-05,-0.004487700379032503,0.14144268112049388,-2.1690508812899254,19.986717026476136
Radon,House6,T,2.7722874581950203e-05,-0.0023951229268330413,0.07998182502159762,-1.361857671443846,15.086678249291468
Radon,House6,NOTE,0.00017699748169333499,-0.014064266827351886,0.4093575417668698,-5.452786796042341,36.56410216929763
Radon,House7,TE,3.0581123512798395e-05,-0.002670715242057826,0.0910493981994526,-1.6181311105680192,19.492920328834916
Radon,House7,E,0.0001237588074751259,-0.010268084772701701,0.3193880904406876,-4.72845252657317,37.75028041000289
Radon,House7,T,5.4171943855719975e-05,-0.004554971647594206,0.1459770744373873,-2.334692220621949,23.54503199472978
Radon,House7,NOTE,0.0003255407744025863,-0.025806770665120958,0.7450001668397958,-9.652123057630824,58.83786249318043
VPX,Flat1,TE,0.000154226290334125,-0.01546354857143622,0.6680725087796209,-17.459432912431676,376.2380254621497
VPX,Flat1,E,0.0006488646727024182,-0.05855757471198058,2.1468013664094543,-43.93959058895739,634.3636562402257
VPX,Flat1,T,0.002318946824707897,-0.19817365101615303,6.521268362172478,-108.1155631009995,1066.2472548009368
VPX,Flat1,NOTE,0.025594843941251604,-2.0266832159118393,58.34092566755244,-747.4960575331744,4196.307121164172
VPX,Flat2,TE,5.761924333799272e-05,-0.005494822032770942,0.2617212334263197,-9.42563276873903,301.1560196183544
VPX,Flat2,E,0.00018027974286800513,-0.017563370139183423,0.7255866658256472,-18.775424143299862,414.5556684087489
VPX,Flat2,T,0.00022588848030218302,-0.021031585397344836,0.8515709664100817,-21.864693813931257,466.8228709319062
VPX,Flat2,NOTE,0.00018027974286800513,-0.017563370139183423,0.7255866658256472,-18.775424143299862,414.5556684087489
VPX,Flat3,TE,-0.00019722024260648916,0.012333568070603148,-0.09322311217197106,-11.45334803019128,515.2333083986671
VPX,Flat3,E,0.00013908009565090644,-0.014597671466177136,0.6928223783144555,-21.598806503004084,601.4914011815385
VPX,Flat3,T,0.0012773914063827474,-0.12781202877426623,5.250054972248435,-118.77539237744267,1725.0050335696376
VPX,Flat3,NOTE,0.00253608637027699,-0.22664765224732014,8.054328782767497,-154.21067390130443,1992.9762544762307
VPX,House1,TE,0.0006507895133486834,-0.05396401695944536,1.6773332285963318,-24.800832548298803,243.6504803798437
VPX,House1,E,0.0037765153195493057,-0.29869753240906666,8.561068856284283,-108.24031403227413,643.4102815042689
VPX,House1,T,0.00099472942233546,-0.08160433085495404,2.4909837830498196,-35.495881493911085,304.63124761634367
VPX,House1,NOTE,0.006862270510701796,-0.5343373513388927,14.940342674075817,-180.84557473488402,945.8304575791182
VPX,House2,TE,0.000574050695021945,-0.047120461431572724,1.439994872109715,-20.658675843042797,212.91316458171386
VPX,House2,E,0.0023656110922879925,-0.1883634783696624,5.458196147251941,-70.46758137737812,464.5453763007589
VPX,House2,T,0.0011117257122968667,-0.0894806817168622,2.6501517407863973,-35.95370978145003,296.0354681374159
VPX,House2,NOTE,0.0057693030239363815,-0.44923581082727604,12.55542772310615,-151.83705841081905,812.6202204790332
VPX,House3,TE,0.0006383820128999889,-0.05208136792433551,1.5765329617573332,-22.366022227823443,201.56261320408078
VPX,House3,E,0.0026579054762016882,-0.20871359570978243,5.911829478120532,-73.29639525873652,425.11931323095786
VPX,House3,T,0.001136806681897962,-0.09235542025453752,2.771243292098486,-38.277485695142985,289.6030620616374
VPX,House3,NOTE,0.007218453814488625,-0.5574049923330455,15.36697143061389,-181.07341396771122,873.8127297929201
VPX,House4,TE,0.0006046155660663328,-0.049295660175469866,1.4943257951355553,-21.433266731920597,219.85160521522172
VPX,House4,E,0.0041898804760317964,-0.324540561791488,8.994818777174002,-107.50796394207107,590.3190984513278
VPX,House4,T,0.000939964457568644,-0.076397826182096,2.308829668840009,-33.11053067394391,314.24938364826545
VPX,House4,NOTE,0.005104475331897889,-0.3952963684340483,10.956830257583885,-131.28898678968312,720.9797232252216
VPX,House5,TE,0.0002841217604498139,-0.023589391058694596,0.7348517576744505,-10.947688569925079,107.40359041751638
VPX,House5,E,0.0006328702671261172,-0.051668272408730564,1.5611618247397063,-21.78170927926467,166.1535765309061
VPX,House5,T,0.0005640280836869657,-0.04644271523766146,1.4279047809426895,-20.750203788367433,174.36940183010825
VPX,House5,NOTE,0.0057329104573277875,-0.44789562461276156,12.595969767213239,-154.23811978282822,800.9593413417392
VPX,House6,TE,0.00036735578320369486,-0.031204940254551936,1.0110817659905524,-16.31919241937096,198.59618703767444
VPX,House6,E,0.0022309715953638637,-0.17414627466854837,4.894196245550839,-60.660854763751374,394.3982451293374
VPX,House6,T,0.0007098809749970541,-0.06127993991742275,2.020574550377511,-32.692905393712,328.60187800745535
VPX,House6,NOTE,0.003827097249193332,-0.30214334778582297,8.706946242644666,-114.04320204069909,757.6623411744207
VPX,House7,TE,0.00048036079754811554,-0.04018279742358838,1.272282889868016,-19.745160147658687,219.6901891784327
VPX,House7,E,0.002348550775554925,-0.18776357951275396,5.487115630142525,-72.25325480621424,480.364674454415
VPX,House7,T,0.0009396313812816765,-0.07724178042223583,2.372549662572704,-34.552791116532354,304.8382418503566
VPX,House7,NOTE,0.006870192244169985,-0.535489685827742,15.00178607540506,-182.39867172680175,952.6311294179378
