Pollutant,Dwelling Type,Ventilation Type,b4,b3,b2,b1,b0
OUTPM2_5,House4,TE,-6.541062136852208e-06,0.0005900572142046554,-0.021134786759070538,0.4139121558197895,4.88009276617611
OUTPM2_5,House4,E,-1.1800860438194809e-05,0.0010646718183884476,-0.03762575134734189,0.6932574462300171,2.4129058983244565
OUTPM2_5,House4,T,-6.947051360145157e-06,0.000621106280796183,-0.02202395543279358,0.42795070395415213,4.66863065642226
OUTPM2_5,House4,NOTE,-1.414512256937039e-05,0.0012411682389714043,-0.04230139133040307,0.7466743469706894,2.083833624752965
OUTPM2_5,House5,TE,-4.509813806983325e-06,0.0004181199347179575,-0.015873726841022232,0.348651659993284,6.305722863547191
OUTPM2_5,House5,E,-6.157575479946831e-06,0.00057211018983892,-0.021657418395636143,0.4637925520534731,5.007543047956189
OUTPM2_5,House5,T,-5.351995997127579e-06,0.0004914796919925997,-0.018335564001421185,0.38980183251371037,5.938155941448782
OUTPM2_5,House5,NOTE,-1.2464712532834424e-05,0.0011074671870095754,-0.039051000243048285,0.7472777217170951,2.22935682194998
OUTPM2_5,House6,TE,-2.0180081973014476e-06,0.00020695698350359785,-0.009106868306376163,0.2578610733133397,4.264935828761635
OUTPM2_5,House6,E,-5.3083565447732655e-06,0.0004921143109191805,-0.018468300819103355,0.40825640580797024,2.65343378270441
OUTPM2_5,House6,T,-2.788463451672772e-06,0.00026951615156268024,-0.01105195776095747,0.28966204163590553,3.901881409231001
OUTPM2_5,House6,NOTE,-7.154721385155812e-06,0.00060967599086287,-0.0207393142912422,0.428964470270889,2.0158893169221543
OUTPM2_5,House7,TE,-4.078446586930158e-06,0.00038661069642101977,-0.015120392908869993,0.3444914307609207,6.041695683277932
OUTPM2_5,House7,E,-8.68948319477709e-06,0.0008036428102396444,-0.029936014837481147,0.6111355639518454,3.5224501527494207
OUTPM2_5,House7,T,-6.2650346180115825e-06,0.0005669566133321662,-0.0206870407295014,0.425905751454145,5.455574157654837
OUTPM2_5,House7,NOTE,-1.418239946063067e-05,0.0012574737831181385,-0.04384651830075386,0.8068438883810075,2.300584048280919
Radon,Flat1,TE,1.2702794996157741e-05,-0.001329336531479692,0.06274838137748912,-1.9820833774059092,57.14239131126511
Radon,Flat1,E,6.076674210917705e-05,-0.005632487109526388,0.2167073458566286,-4.94446307235498,90.91337538625925
Radon,Flat1,T,0.00014241655654816395,-0.012376446860228015,0.42209934556168077,-7.693606778812913,101.79805070514553
Radon,Flat1,NOTE,0.001912931458779501,-0.15200367780229496,4.407957642004493,-57.713641862108226,360.74284014394084
Radon,Flat2,TE,7.4029932419991826e-06,-0.0007650076503634015,0.03770088983522555,-1.3502467964483744,47.096324989713075
Radon,Flat2,E,2.0361245543934967e-05,-0.0020638868047590745,0.09183280011052558,-2.6181101915918603,65.05088937326127
Radon,Flat2,T,2.3676097490925396e-05,-0.002295580529227567,0.09796787329010258,-2.7189092982378096,66.38120589839258
Radon,Flat2,NOTE,2.0361245543934967e-05,-0.0020638868047590745,0.09183280011052558,-2.6181101915918603,65.05088937326127
Radon,Flat3,TE,-2.8031499323800755e-05,0.0020128183329610324,-0.033774048349558404,-1.1140339584599677,84.64404611463686
Radon,Flat3,E,7.98560400893002e-06,-0.0008819533443562632,0.04943182473338123,-2.1496011342246675,94.53944165107023
Radon,Flat3,T,6.215476526984214e-05,-0.0071465218280401255,0.34234544179172216,-9.277039259114318,181.95550036871114
Radon,Flat3,NOTE,0.00017388242323494602,-0.015778752248669578,0.5819818553619067,-12.312447310425068,208.3498914334769
Radon,House1,TE,6.255556216723e-05,-0.005401024572818433,0.17949720647721035,-3.01575599146984,34.59522713930369
Radon,House1,E,0.0002597192816994562,-0.02134870959950591,0.6532551160047908,-9.369263031955905,71.93868129209241
Radon,House1,T,8.922364456662816e-05,-0.00753435058405479,0.24185290276654087,-3.8333172108666975,39.26684563168275
Radon,House1,NOTE,0.0005433480290474936,-0.043144644917016244,1.2482344922940332,-16.211590189658377,100.7776152935686
Radon,House2,TE,7.319559798250202e-05,-0.006151595070171956,0.19672085350804985,-3.162505940994154,38.818879130459656
Radon,House2,E,0.00020294930847028709,-0.01663016105216545,0.5072567601205582,-7.337482553053186,64.96306270812035
Radon,House2,T,0.00013101076582854463,-0.010747734818789947,0.3297135895093877,-4.874301972699464,48.15179749006705
Radon,House2,NOTE,0.0005327505243630271,-0.04207606024022999,1.2075569049794936,-15.544260746459804,101.46020636589154
Radon,House3,TE,6.261145591853136e-05,-0.0054057932403830285,0.1801276219744946,-3.051336874322294,33.895792354734056
Radon,House3,E,0.00016819007602521152,-0.014049309583163068,0.4410387431395145,-6.617890098927696,54.848517104098704
Radon,House3,T,9.987037843853736e-05,-0.008395945942298698,0.26780067107388295,-4.198306135700039,40.14142530455273
Radon,House3,NOTE,0.0004805788251245997,-0.038127870676275176,1.101677170786036,-14.281488338545003,87.60551050634308
Radon,House4,TE,5.682830395732844e-05,-0.0048060870370071175,0.15499448139364627,-2.492769866827829,28.364602771598136
Radon,House4,E,0.0002704009980950422,-0.021644407796591245,0.634708153147849,-8.475754225335995,59.3340301059848
Radon,House4,T,8.050536993607476e-05,-0.006728824268567618,0.21261129551408411,-3.2865101903921343,33.52614437985741
Radon,House4,NOTE,0.0004061529297428846,-0.032124559913057044,0.9238784959853846,-11.898774410547272,75.27251623804348
Radon,House5,TE,7.695897575357142e-05,-0.006603059441203908,0.21799918799717047,-3.6366826126568683,38.77154596504026
Radon,House5,E,0.0001463645366779897,-0.012373536186707567,0.3972424202254437,-6.230957688821513,55.92661951759983
Radon,House5,T,9.729136731130457e-05,-0.00825878833285853,0.2676950043624645,-4.314409686294399,42.79198715109777
Radon,House5,NOTE,0.0008208054741872678,-0.0648304219806109,1.8601288616886613,-23.809278361436615,139.71397778282628
Radon,House6,TE,2.5715079108711535e-05,-0.0023024104223986963,0.08121962592857197,-1.5140499580964941,20.099213918338375
Radon,House6,E,9.844405482330292e-05,-0.008157742075511183,0.25349717564483154,-3.7948110815105753,33.900255184857706
Radon,House6,T,4.7069871570375306e-05,-0.0040486630400441955,0.1342419745892508,-2.2590040013831416,24.874461598653326
Radon,House6,NOTE,0.00029018426815512975,-0.02304504933448966,0.6701829647716118,-8.918678187386341,60.19671673976567
Radon,House7,TE,4.9910912710647046e-05,-0.004346551790808491,0.14762021495687086,-2.6145698308864267,32.07035222408468
Radon,House7,E,0.0002155654916701013,-0.01782013824619034,0.5511191817433755,-8.082858217487964,64.01663111967534
Radon,House7,T,8.649872135805598e-05,-0.007270840337994764,0.2328969143150701,-3.723983038243432,38.138748575069876
Radon,House7,NOTE,0.0005367197297995663,-0.04254196933327957,1.2278189948466023,-15.89854113911663,97.17597437418975
VPX,Flat1,TE,0.00024676206453459477,-0.024741677714297666,1.0689160140473881,-27.935092659890636,601.9808407394395
VPX,Flat1,E,0.0010381834763238621,-0.0936921195391685,3.434882186255119,-70.30334494233173,1014.9818499843607
VPX,Flat1,T,0.00371031491953264,-0.3170778416258452,10.434029379475971,-172.9849009615993,1705.9956076814992
VPX,Flat1,NOTE,0.040951750306002586,-3.242693145458945,93.34548106808397,-1195.9936920530793,6714.091393862669
VPX,Flat2,TE,9.219078934078205e-05,-0.008791715252433127,0.41875397348210336,-15.08101242998238,481.84963138936683
VPX,Flat2,E,0.00028844758858880616,-0.02810139222269331,1.1609386653210307,-30.04067862927973,663.2890694539981
VPX,Flat2,T,0.0003614215684834959,-0.0336505366357518,1.3625135462561275,-34.983510102289934,746.9165934910495
VPX,Flat2,NOTE,0.00028844758858880616,-0.02810139222269331,1.1609386653210307,-30.04067862927973,663.2890694539981
VPX,Flat3,TE,-0.00031555238817038085,0.019733708912965095,-0.1491569794751612,-18.325356848305933,824.373293437867
VPX,Flat3,E,0.00022252815304144686,-0.02335627434588325,1.1085158053031268,-34.558090404806514,962.3862418904615
VPX,Flat3,T,0.0020438262502123663,-0.204499246038824,8.400087955597456,-190.04062780390808,2760.0080537114204
VPX,Flat3,NOTE,0.004057738192443162,-0.3626362435957101,12.886926052427933,-246.73707824208645,3188.762007161967
VPX,House1,TE,0.0010412632213578918,-0.0863424271351125,2.6837331657541283,-39.68133207727807,389.84076860775
VPX,House1,E,0.006042424511278886,-0.4779160518545063,13.69771017005484,-173.18450245163854,1029.45645040683
VPX,House1,T,0.0015915670757367336,-0.1305669293679263,3.985574052879708,-56.793410390257705,487.40999618614984
VPX,House1,NOTE,0.010979632817122862,-0.8549397621422277,23.904548278521304,-289.35291957581444,1513.3287321265889
VPX,House2,TE,0.000918481112035114,-0.0753927382905165,2.3039917953755475,-33.053881348868515,340.66106333074237
VPX,House2,E,0.003784977747660769,-0.3013815653914587,8.733113835603085,-112.74813020380488,743.2726020812138
VPX,House2,T,0.0017787611396749886,-0.1431690907469797,4.240242785258241,-57.525935650320086,473.65674901986506
VPX,House2,NOTE,0.009230884838298202,-0.7187772973236412,20.088684356969832,-242.93929345731053,1300.1923527664535
VPX,House3,TE,0.0010214112206399747,-0.0833301886789363,2.5224527388117206,-35.785635564517406,322.5001811265291
VPX,House3,E,0.004252648761922696,-0.3339417531356515,9.458927164992842,-117.27423241397835,680.1909011695325
VPX,House3,T,0.0018188906910367353,-0.1477686724072598,4.433989267357572,-61.24397711222873,463.36489929861966
VPX,House3,NOTE,0.011549526103181792,-0.8918479877328724,24.58715428898222,-289.71746234833796,1398.1003676686714
VPX,House4,TE,0.0009673849057061297,-0.07887305628075164,2.390921272216886,-34.293226771072945,351.76256834435475
VPX,House4,E,0.006703808761650867,-0.5192648988663802,14.391710043478389,-172.01274230731357,944.5105575221248
VPX,House4,T,0.0015039431321098222,-0.12223652189135303,3.694127470144001,-52.97684907831014,502.7990138372244
VPX,House4,NOTE,0.008167160531036612,-0.6324741894944766,17.5309284121342,-210.06237886349288,1153.5675571603551
VPX,House5,TE,0.00045459481671970316,-0.03774302569391142,1.1757628122791226,-17.51630171188014,171.84574466802627
VPX,House5,E,0.001012592427401789,-0.08266923585396899,2.497858919583533,-34.85073484682351,265.84572244945
VPX,House5,T,0.000902444933899145,-0.07430834438025834,2.284647649508303,-33.200326061387884,278.9910429281732
VPX,House5,NOTE,0.009172656731724455,-0.7166329993804182,20.153551627541184,-246.78099165252522,1281.5349461467829
VPX,House6,TE,0.0005877692531259063,-0.049927904407282744,1.6177308255848766,-26.11070787099348,317.75389926027896
VPX,House6,E,0.003569554552582192,-0.278634039469678,7.830713992881357,-97.0573676220023,631.0371922069403
VPX,House6,T,0.0011358095599952951,-0.09804790386787687,3.232919280604027,-52.30864862993926,525.7630048119286
VPX,House6,NOTE,0.006123355598709351,-0.48342935645731805,13.93111398823149,-182.4691232651187,1212.2597458790726
VPX,House7,TE,0.0007685772760769832,-0.06429247587774131,2.0356526237888253,-31.592256236253895,351.50430268549223
VPX,House7,E,0.0037576812408878797,-0.3004217272204062,8.779385008228035,-115.60520768994273,768.5834791270636
VPX,House7,T,0.0015034102100506738,-0.12358684867557666,3.796079460116311,-55.28446578645163,487.7411869605699
VPX,House7,NOTE,0.010992307590671975,-0.8567834973243873,24.002857720648095,-291.8378747628829,1524.2098070687014
