Pollutant,Dwelling Type,Ventilation Type,"B4 (45, 45, 10)",b3,b2,b1,b0,"B4 (55, 45, 0)",b3,b2,b1,b0,"B4 (21, 33, 8)",b3,b2,b1,b0,"B4 (29, 33, 0)",b3,b2,b1,b0
Radon,House7,E,0.0002122273,-0.0175488098,0.5429519178,-7.9683661683,63.0350046528,0.0002155655,-0.0178201382,0.5511191817,-8.0828582175,64.0166311197,0.0001237588,-0.0102680848,0.3193880904,-4.7284525266,37.75028041,0.0001265295,-0.0104932874,0.3261669195,-4.8234809274,38.5650303775
Radon,House7,T,8.75067064977394E-005,-0.0073550771,0.2355881799,-3.7664256771,38.3486319685,8.6498721358056E-005,-0.0072708403,0.2328969143,-3.7239830382,38.1387485751,5.417194385572E-005,-0.0045549716,0.1459770744,-2.3346922206,23.5450319947,5.33353161897828E-005,-0.0044850552,0.143743324,-2.2994648304,23.3708287782
Radon,House7,NOTE,0.0005317405,-0.0421471247,1.2164343691,-15.7532771101,96.2605951134,0.0005367197,-0.0425419693,1.2278189948,-15.8985411391,97.1759743742,0.0003255408,-0.0258067707,0.7450001668,-9.6521230576,58.8378624932,0.0003296735,-0.0261344917,0.7544494062,-9.7726922017,59.5976272796
VPX,Flat1,TE,0.0002467621,-0.0247416777,1.068916014,-27.9350926599,601.9808407394,0.0002467621,-0.0247416777,1.068916014,-27.9350926599,601.9808407394,0.0001542263,-0.0154635486,0.6680725088,-17.4594329124,376.2380254622,0.0001542263,-0.0154635486,0.6680725088,-17.4594329124,376.2380254622
VPX,Flat1,E,0.0010381835,-0.0936921195,3.4348821863,-70.3033449423,1014.9818499844,0.0010381835,-0.0936921195,3.4348821863,-70.3033449423,1014.9818499844,0.0006488647,-0.0585575747,2.1468013664,-43.939590589,634.3636562402,0.0006488647,-0.0585575747,2.1468013664,-43.939590589,634.3636562402
VPX,Flat1,T,0.0037103149,-0.3170778416,10.4340293795,-172.9849009616,1705.9956076815,0.0037103149,-0.3170778416,10.4340293795,-172.9849009616,1705.9956076815,0.0023189468,-0.198173651,6.5212683622,-108.115563101,1066.2472548009,0.0023189468,-0.198173651,6.5212683622,-108.115563101,1066.2472548009
VPX,Flat1,NOTE,0.0409517503,-3.2426931455,93.3454810681,-1195.9936920531,6714.0913938627,0.0409517503,-3.2426931455,93.3454810681,-1195.9936920531,6714.0913938627,0.0255948439,-2.0266832159,58.3409256676,-747.4960575332,4196.3071211642,0.0255948439,-2.0266832159,58.3409256676,-747.4960575332,4196.3071211642
VPX,Flat2,TE,9.21907893407879E-005,-0.0087917153,0.4187539735,-15.08101243,481.8496313894,9.2190789340782E-005,-0.0087917153,0.4187539735,-15.08101243,481.8496313894,5.76192433379927E-005,-0.005494822,0.2617212334,-9.4256327687,301.1560196184,5.76192433379929E-005,-0.005494822,0.2617212334,-9.4256327687,301.1560196184
VPX,Flat2,E,0.0002884476,-0.0281013922,1.1609386653,-30.0406786293,663.289069454,0.0002884476,-0.0281013922,1.1609386653,-30.0406786293,663.289069454,0.0001802797,-0.0175633701,0.7255866658,-18.7754241433,414.5556684087,0.0001802797,-0.0175633701,0.7255866658,-18.7754241433,414.5556684087
VPX,Flat2,T,0.0003614216,-0.0336505366,1.3625135463,-34.9835101023,746.9165934911,0.0003614216,-0.0336505366,1.3625135463,-34.9835101023,746.9165934911,0.0002258885,-0.0210315854,0.8515709664,-21.8646938139,466.8228709319,0.0002258885,-0.0210315854,0.8515709664,-21.8646938139,466.8228709319
VPX,Flat2,NOTE,0.0002884476,-0.0281013922,1.1609386653,-30.0406786293,663.289069454,0.0002884476,-0.0281013922,1.1609386653,-30.0406786293,663.289069454,0.0001802797,-0.0175633701,0.7255866658,-18.7754241433,414.5556684087,0.0001802797,-0.0175633701,0.7255866658,-18.7754241433,414.5556684087
VPX,Flat3,TE,-0.0003155524,0.0197337089,-0.1491569795,-18.3253568483,824.3732934379,-0.0003155524,0.0197337089,-0.1491569795,-18.3253568483,824.3732934379,-0.0001972202,0.0123335681,-0.0932231122,-11.4533480302,515.2333083987,-0.0001972202,0.0123335681,-0.0932231122,-11.4533480302,515.2333083987
VPX,Flat3,E,0.0002225282,-0.0233562743,1.1085158053,-34.5580904048,962.3862418905,0.0002225282,-0.0233562743,1.1085158053,-34.5580904048,962.3862418905,0.0001390801,-0.0145976715,0.6928223783,-21.598806503,601.4914011815,0.0001390801,-0.0145976715,0.6928223783,-21.598806503,601.4914011815
VPX,Flat3,T,0.0020438263,-0.204499246,8.4000879556,-190.0406278039,2760.0080537114,0.0020438263,-0.204499246,8.4000879556,-190.0406278039,2760.0080537114,0.0012773914,-0.1278120288,5.2500549722,-118.7753923774,1725.0050335696,0.0012773914,-0.1278120288,5.2500549722,-118.7753923774,1725.0050335696
VPX,Flat3,NOTE,0.0040577382,-0.3626362436,12.8869260524,-246.7370782421,3188.762007162,0.0040577382,-0.3626362436,12.8869260524,-246.7370782421,3188.762007162,0.0025360864,-0.2266476522,8.0543287828,-154.2106739013,1992.9762544762,0.0025360864,-0.2266476522,8.0543287828,-154.2106739013,1992.9762544762
VPX,House1,TE,0.0010412632,-0.0863424271,2.6837331658,-39.6813320773,389.8407686078,0.0010412632,-0.0863424271,2.6837331658,-39.6813320773,389.8407686078,0.0006507895,-0.053964017,1.6773332286,-24.8008325483,243.6504803798,0.0006507895,-0.053964017,1.6773332286,-24.8008325483,243.6504803798
VPX,House1,E,0.0060424245,-0.4779160519,13.6977101701,-173.1845024516,1029.4564504068,0.0060424245,-0.4779160519,13.6977101701,-173.1845024516,1029.4564504068,0.0037765153,-0.2986975324,8.5610688563,-108.2403140323,643.4102815043,0.0037765153,-0.2986975324,8.5610688563,-108.2403140323,643.4102815043
VPX,House1,T,0.0015915671,-0.1305669294,3.9855740529,-56.7934103903,487.4099961862,0.0015915671,-0.1305669294,3.9855740529,-56.7934103903,487.4099961862,0.0009947294,-0.0816043309,2.490983783,-35.4958814939,304.6312476163,0.0009947294,-0.0816043309,2.490983783,-35.4958814939,304.6312476163
VPX,House1,NOTE,0.0109796328,-0.8549397621,23.9045482785,-289.3529195758,1513.3287321266,0.0109796328,-0.8549397621,23.9045482785,-289.3529195758,1513.3287321266,0.0068622705,-0.5343373513,14.9403426741,-180.8455747349,945.8304575791,0.0068622705,-0.5343373513,14.9403426741,-180.8455747349,945.8304575791
VPX,House2,TE,0.0009184811,-0.0753927383,2.3039917954,-33.0538813489,340.6610633307,0.0009184811,-0.0753927383,2.3039917954,-33.0538813489,340.6610633307,0.0005740507,-0.0471204614,1.4399948721,-20.658675843,212.9131645817,0.0005740507,-0.0471204614,1.4399948721,-20.658675843,212.9131645817
VPX,House2,E,0.0037849777,-0.3013815654,8.7331138356,-112.7481302038,743.2726020812,0.0037849777,-0.3013815654,8.7331138356,-112.7481302038,743.2726020812,0.0023656111,-0.1883634784,5.4581961473,-70.4675813774,464.5453763008,0.0023656111,-0.1883634784,5.4581961473,-70.4675813774,464.5453763008
VPX,House2,T,0.0017787611,-0.1431690907,4.2402427853,-57.5259356503,473.6567490199,0.0017787611,-0.1431690907,4.2402427853,-57.5259356503,473.6567490199,0.0011117257,-0.0894806817,2.6501517408,-35.9537097815,296.0354681374,0.0011117257,-0.0894806817,2.6501517408,-35.9537097815,296.0354681374
VPX,House2,NOTE,0.0092308848,-0.7187772973,20.088684357,-242.9392934573,1300.1923527665,0.0092308848,-0.7187772973,20.088684357,-242.9392934573,1300.1923527665,0.005769303,-0.4492358108,12.5554277231,-151.8370584108,812.620220479,0.005769303,-0.4492358108,12.5554277231,-151.8370584108,812.620220479
VPX,House3,TE,0.0010214112,-0.0833301887,2.5224527388,-35.7856355645,322.5001811265,0.0010214112,-0.0833301887,2.5224527388,-35.7856355645,322.5001811265,0.000638382,-0.0520813679,1.5765329618,-22.3660222278,201.5626132041,0.000638382,-0.0520813679,1.5765329618,-22.3660222278,201.5626132041
VPX,House3,E,0.0042526488,-0.3339417531,9.458927165,-117.274232414,680.1909011695,0.0042526488,-0.3339417531,9.458927165,-117.274232414,680.1909011695,0.0026579055,-0.2087135957,5.9118294781,-73.2963952587,425.119313231,0.0026579055,-0.2087135957,5.9118294781,-73.2963952587,425.119313231
VPX,House3,T,0.0018188907,-0.1477686724,4.4339892674,-61.2439771122,463.3648992986,0.0018188907,-0.1477686724,4.4339892674,-61.2439771122,463.3648992986,0.0011368067,-0.0923554203,2.7712432921,-38.2774856951,289.6030620616,0.0011368067,-0.0923554203,2.7712432921,-38.2774856951,289.6030620616
VPX,House3,NOTE,0.0115495261,-0.8918479877,24.587154289,-289.7174623483,1398.1003676687,0.0115495261,-0.8918479877,24.587154289,-289.7174623483,1398.1003676687,0.0072184538,-0.5574049923,15.3669714306,-181.0734139677,873.8127297929,0.0072184538,-0.5574049923,15.3669714306,-181.0734139677,873.8127297929
VPX,House4,TE,0.0009673849,-0.0788730563,2.3909212722,-34.2932267711,351.7625683444,0.0009673849,-0.0788730563,2.3909212722,-34.2932267711,351.7625683444,0.0006046156,-0.0492956602,1.4943257951,-21.4332667319,219.8516052152,0.0006046156,-0.0492956602,1.4943257951,-21.4332667319,219.8516052152
VPX,House4,E,0.0067038088,-0.5192648989,14.3917100435,-172.0127423073,944.5105575221,0.0067038088,-0.5192648989,14.3917100435,-172.0127423073,944.5105575221,0.0041898805,-0.3245405618,8.9948187772,-107.5079639421,590.3190984513,0.0041898805,-0.3245405618,8.9948187772,-107.5079639421,590.3190984513
VPX,House4,T,0.0015039431,-0.1222365219,3.6941274701,-52.9768490783,502.7990138372,0.0015039431,-0.1222365219,3.6941274701,-52.9768490783,502.7990138372,0.0009399645,-0.0763978262,2.3088296688,-33.1105306739,314.2493836483,0.0009399645,-0.0763978262,2.3088296688,-33.1105306739,314.2493836483
VPX,House4,NOTE,0.0081671605,-0.6324741895,17.5309284121,-210.0623788635,1153.5675571604,0.0081671605,-0.6324741895,17.5309284121,-210.0623788635,1153.5675571604,0.0051044753,-0.3952963684,10.9568302576,-131.2889867897,720.9797232252,0.0051044753,-0.3952963684,10.9568302576,-131.2889867897,720.9797232252
VPX,House5,TE,0.0004545948,-0.0377430257,1.1757628123,-17.5163017119,171.845744668,0.0004545948,-0.0377430257,1.1757628123,-17.5163017119,171.845744668,0.0002841218,-0.0235893911,0.7348517577,-10.9476885699,107.4035904175,0.0002841218,-0.0235893911,0.7348517577,-10.9476885699,107.4035904175
VPX,House5,E,0.0010125924,-0.0826692359,2.4978589196,-34.8507348468,265.8457224495,0.0010125924,-0.0826692359,2.4978589196,-34.8507348468,265.8457224495,0.0006328703,-0.0516682724,1.5611618247,-21.7817092793,166.1535765309,0.0006328703,-0.0516682724,1.5611618247,-21.7817092793,166.1535765309
VPX,House5,T,0.0009024449,-0.0743083444,2.2846476495,-33.2003260614,278.9910429282,0.0009024449,-0.0743083444,2.2846476495,-33.2003260614,278.9910429282,0.0005640281,-0.0464427152,1.4279047809,-20.7502037884,174.3694018301,0.0005640281,-0.0464427152,1.4279047809,-20.7502037884,174.3694018301
VPX,House5,NOTE,0.0091726567,-0.7166329994,20.1535516275,-246.7809916525,1281.5349461468,0.0091726567,-0.7166329994,20.1535516275,-246.7809916525,1281.5349461468,0.0057329105,-0.4478956246,12.5959697672,-154.2381197828,800.9593413417,0.0057329105,-0.4478956246,12.5959697672,-154.2381197828,800.9593413417
VPX,House6,TE,0.0005877693,-0.0499279044,1.6177308256,-26.110707871,317.7538992603,0.0005877693,-0.0499279044,1.6177308256,-26.110707871,317.7538992603,0.0003673558,-0.0312049403,1.011081766,-16.3191924194,198.5961870377,0.0003673558,-0.0312049403,1.011081766,-16.3191924194,198.5961870377
VPX,House6,E,0.0035695546,-0.2786340395,7.8307139929,-97.057367622,631.0371922069,0.0035695546,-0.2786340395,7.8307139929,-97.057367622,631.0371922069,0.0022309716,-0.1741462747,4.8941962456,-60.6608547638,394.3982451293,0.0022309716,-0.1741462747,4.8941962456,-60.6608547638,394.3982451293
VPX,House6,T,0.0011358096,-0.0980479039,3.2329192806,-52.3086486299,525.7630048119,0.0011358096,-0.0980479039,3.2329192806,-52.3086486299,525.7630048119,0.000709881,-0.0612799399,2.0205745504,-32.6929053937,328.6018780075,0.000709881,-0.0612799399,2.0205745504,-32.6929053937,328.6018780075
VPX,House6,NOTE,0.0061233556,-0.4834293565,13.9311139882,-182.4691232651,1212.2597458791,0.0061233556,-0.4834293565,13.9311139882,-182.4691232651,1212.2597458791,0.0038270972,-0.3021433478,8.7069462426,-114.0432020407,757.6623411744,0.0038270972,-0.3021433478,8.7069462426,-114.0432020407,757.6623411744
VPX,House7,TE,0.0007685773,-0.0642924759,2.0356526238,-31.5922562363,351.5043026855,0.0007685773,-0.0642924759,2.0356526238,-31.5922562363,351.5043026855,0.0004803608,-0.0401827974,1.2722828899,-19.7451601477,219.6901891784,0.0004803608,-0.0401827974,1.2722828899,-19.7451601477,219.6901891784
VPX,House7,E,0.0037576812,-0.3004217272,8.7793850082,-115.6052076899,768.5834791271,0.0037576812,-0.3004217272,8.7793850082,-115.6052076899,768.5834791271,0.0023485508,-0.1877635795,5.4871156301,-72.2532548062,480.3646744544,0.0023485508,-0.1877635795,5.4871156301,-72.2532548062,480.3646744544
VPX,House7,T,0.0015034102,-0.1235868487,3.7960794601,-55.2844657865,487.7411869606,0.0015034102,-0.1235868487,3.7960794601,-55.2844657865,487.7411869606,0.0009396314,-0.0772417804,2.3725496626,-34.5527911165,304.8382418504,0.0009396314,-0.0772417804,2.3725496626,-34.5527911165,304.8382418504
VPX,House7,NOTE,0.0109923076,-0.8567834973,24.0028577206,-291.8378747629,1524.2098070687,0.0109923076,-0.8567834973,24.0028577206,-291.8378747629,1524.2098070687,0.0068701922,-0.5354896858,15.0017860754,-182.3986717268,952.6311294179,0.0068701922,-0.5354896858,15.0017860754,-182.3986717268,952.6311294179
