Pollutant,Dwelling Type,Ventilation Type,b4,b3,b2,b1,b0
INPM2_5,Flat1,TE,-4.4432104377517996e-08,-7.841208507377089e-07,0.0003434468628238081,-0.024606106238950706,1.4137660315022407
INPM2_5,Flat1,E,9.006293076804008e-07,-8.016787582667669e-05,0.003029608184291187,-0.07485750457963337,1.8961581178635238
INPM2_5,Flat1,T,1.2046993905459775e-06,-0.00011988092014986117,0.005687176317650631,-0.20570751174502733,7.813832894436985
INPM2_5,Flat1,NOTE,2.5109029331241063e-06,-0.00027016799885739093,0.012781761879362275,-0.3874865369086101,10.367194088426631
INPM2_5,Flat2,TE,6.042244285591258e-08,-5.53931372334387e-06,0.0002579399986056752,-0.012676004677412167,1.1716395383491764
INPM2_5,Flat2,E,5.065569785425091e-08,-6.796819734288351e-06,0.0003804182708830895,-0.016892092283902316,1.2847466875005331
INPM2_5,Flat2,T,7.282904328329298e-08,-8.067708094577143e-06,0.0005231366872760658,-0.03072018735955871,2.3366870447548616
INPM2_5,Flat2,NOTE,5.065569785425091e-08,-6.796819734288351e-06,0.0003804182708830895,-0.016892092283902316,1.2847466875005331
INPM2_5,Flat3,TE,1.7346412822089358e-07,-1.0613374284954644e-05,0.0002896413197513909,-0.036156999150010305,3.056767570491804
INPM2_5,Flat3,E,3.386935758372874e-07,-3.109680713615178e-05,0.00143569793736928,-0.06767666205254286,3.7620478368227213
INPM2_5,Flat3,T,1.8376219230764765e-06,-9.93563070726426e-05,0.0022311041893519146,-0.20213804443430577,16.064734580962003
INPM2_5,Flat3,NOTE,-6.156866811837837e-07,2.0736527742087348e-05,0.001149910895709299,-0.1892256474685418,16.33383717078704
INPM2_5,House1,TE,1.6179059633606551e-06,-0.00014009716759929823,0.0047502741678960275,-0.0863702709304942,1.393210369371745
INPM2_5,House1,E,2.8527942742437687e-06,-0.0002494380752480955,0.00844866899470745,-0.14668994517096848,1.895852577727865
INPM2_5,House1,T,3.956802937692358e-06,-0.00035844303172114764,0.013037237742911737,-0.2585707002810943,4.063538095194397
INPM2_5,House1,NOTE,4.8792116128510165e-06,-0.0004209842028949412,0.014235602904729071,-0.2513131367121748,3.366794708697037
INPM2_5,House2,TE,1.5943796585045892e-06,-0.0001434786853031792,0.005115849209256993,-0.09921518248497323,1.903458674278333
INPM2_5,House2,E,1.8756932815660372e-06,-0.0001783103274630507,0.006699798443917402,-0.13281183314716483,2.2915827261718875
INPM2_5,House2,T,5.964775954169369e-06,-0.0005279639053535943,0.01824745129438476,-0.3337691307646785,5.526631251497911
INPM2_5,House2,NOTE,6.843012747801814e-06,-0.0006304437564887594,0.022770581265753934,-0.42968734051450175,6.6697470030108414
INPM2_5,House3,TE,1.4756676416666028e-06,-0.000133367799385407,0.004678635561258251,-0.08311177739637259,1.1932222659973988
INPM2_5,House3,E,2.1792947166688404e-06,-0.0001994018328542937,0.007169908383422793,-0.13041825420239794,1.6102309505311412
INPM2_5,House3,T,4.926376145679676e-06,-0.00045057505482272924,0.01664995412457981,-0.3448962361279284,5.756635662715321
INPM2_5,House3,NOTE,9.464260949194381e-06,-0.0008328880132693633,0.028939532471676008,-0.5393766474790787,7.3660807584056975
INPM2_5,House4,TE,-8.640237838385527e-07,6.25359155829539e-05,-0.0013034972387677495,-0.005791565493548972,0.8284274599005248
INPM2_5,House4,E,-3.4089549694959377e-06,0.00026953157934576455,-0.007445113747736269,0.07120440981653968,0.6024164777824733
INPM2_5,House4,T,-3.9283739495789045e-06,0.0002793735866966307,-0.005630270782761229,-0.029656689902094,3.4752941893617018
INPM2_5,House4,NOTE,-5.808077953238999e-06,0.00048622607779650955,-0.014058148706718416,0.11786942105679629,2.7321360391458573
INPM2_5,House5,TE,1.1904575932679323e-06,-0.00011049102891027985,0.0041924211817706445,-0.09128134374732985,1.5493279071342085
INPM2_5,House5,E,2.0669151790901905e-06,-0.00018708398015651996,0.006807419504325635,-0.1370347327632442,1.9966520674030108
INPM2_5,House5,T,5.140960938810597e-06,-0.0004734326780923205,0.017829012400323665,-0.38552318391664525,6.213835811408871
INPM2_5,House5,NOTE,1.27285300923273e-05,-0.001159694775857055,0.04238382060919989,-0.8455158122039873,11.348814883958175
INPM2_5,House6,TE,4.5622065074669434e-07,-5.5435237085935784e-05,0.0026755178538551186,-0.06817178049323398,1.0900287010407888
INPM2_5,House6,E,-1.7599777313224503e-06,0.00012339523343316594,-0.0024547093201210657,-0.011772106916386893,1.0648051826633311
INPM2_5,House6,T,3.506692664014928e-07,-8.570944374381562e-05,0.005981123222604124,-0.19881090107410118,3.9526388251831794
INPM2_5,House6,NOTE,-3.320873716637257e-06,0.00020661654934983457,-0.0022280399592762264,-0.10900088338247507,3.792777804026914
INPM2_5,House7,TE,2.640673283772306e-06,-0.00023707593590356415,0.008376642272388051,-0.15869120929589878,2.3207715042576567
INPM2_5,House7,E,6.9107181413249144e-06,-0.000591644476189895,0.019378463229768755,-0.31774587375283886,3.3821913141326303
INPM2_5,House7,T,8.198910810480373e-06,-0.0007234199778873813,0.025306618268163394,-0.48225717220071523,6.755125868879235
